OBJECTID,location,population,population_white,population_white_only,population_hispanic,population_black,population_asian,population_native,population_native_islander,population_other,population_two_or_more,male_population,population_white_male,population_white_only_male,population_hispanic_male,population_black_male,population_asian_male,population_native_male,population_native_islander_male,population_other_male,population_two_or_more_male,female_population,population_white_female,population_white_only_female,population_hispanic_female,population_black_female,population_asian_female,population_native_female,population_native_islander_female,population_other_female,population_two_or_more_female,pct_white,pct_white_only,pct_hispanic,pct_black,pct_asian,pct_native,pct_native_islander,pct_other,pct_two_or_more,pop_num,pop_white_num,pop_black_num,pop_white_only_num,pop_hispanic_num,pop_native_islander_num,pop_other_num,pop_two_or_more_num,pop_native_num,pop_asian_num,majority_race,GEOIDFQ
79,"Newport County, Rhode Island",85095,72217,70856,5583,3236,1474,198,22,1990,5958,42040,35338,34719,2859,1732,739,22,22,1036,3151,43055,36879,36137,2724,1504,735,176,0,954,2807,84.86632587,83.26693695,6.560902521,3.802808626,1.732181679,0.232681121,0.025853458,2.338562783,7.001586462,85095,72217,3236,70856,5583,22,1990,5958,198,1474,White,0500000US44005
80,"Fairfield County, Ohio",161289,133267,132227,4294,14324,4173,237,147,1979,7162,80584,66261,65783,2127,7753,1978,174,8,1019,3391,80705,67006,66444,2167,6571,2195,63,139,960,3771,82.62621753,81.98141225,2.662301831,8.880952824,2.587281216,0.146941205,0.091140747,1.226990061,4.440476412,161289,133267,14324,132227,4294,147,1979,7162,237,4173,White,0500000US39045
81,"Pierce County, North Dakota",3961,3696,3688,42,11,30,136,0,17,71,1965,1845,1845,13,10,0,65,0,2,43,1996,1851,1843,29,1,30,71,0,15,28,93.30977026,93.10780106,1.060338298,0.27770765,0.757384499,3.433476395,0,0.429184549,1.792476647,3961,3696,11,3688,42,0,17,71,136,30,White,0500000US38069
82,"Carroll County, Illinois",15621,14177,13813,794,604,106,47,0,139,548,8499,7471,7184,512,585,33,37,0,42,331,7122,6706,6629,282,19,73,10,0,97,217,90.75603354,88.42583701,5.082901223,3.866589847,0.678573715,0.300877025,0,0.889827796,3.508098073,15621,14177,604,13813,794,0,139,548,47,106,White,0500000US17015
83,"Red Lake County, Minnesota",3922,3629,3575,133,24,13,79,0,8,169,2030,1890,1853,53,19,3,46,0,5,67,1892,1739,1722,80,5,10,33,0,3,102,92.52932177,91.15247323,3.391126976,0.611932687,0.331463539,2.014278429,0,0.203977562,4.309026007,3922,3629,24,3575,133,0,8,169,79,13,White,0500000US27125
84,"Jefferson County, Oregon",24973,15666,14300,5236,176,145,3417,33,2112,3424,12692,8365,7652,2512,77,21,1688,32,982,1527,12281,7301,6648,2724,99,124,1729,1,1130,1897,62.73175029,57.26184279,20.96664398,0.704761142,0.580627077,13.6827774,0.132142714,8.457133704,13.71080767,24973,15666,176,14300,5236,33,2112,3424,3417,145,White,0500000US41031
85,"Cheatham County, Tennessee",41500,37534,36917,1903,973,270,83,10,803,1827,21070,18797,18408,1164,514,148,59,0,509,1043,20430,18737,18509,739,459,122,24,10,294,784,90.44337349,88.95662651,4.585542169,2.344578313,0.65060241,0.2,0.024096386,1.934939759,4.402409639,41500,37534,973,36917,1903,10,803,1827,83,270,White,0500000US47021
86,"McCone County, Montana",1818,1659,1659,0,0,48,67,0,0,44,948,871,871,0,0,20,16,0,0,41,870,788,788,0,0,28,51,0,0,3,91.25412541,91.25412541,0,0,2.640264026,3.685368537,0,0,2.420242024,1818,1659,0,1659,0,0,0,44,67,48,White,0500000US30055
87,"Buchanan County, Iowa",20645,19907,19662,372,154,46,52,16,35,435,10405,9957,9831,198,88,38,36,9,19,258,10240,9950,9831,174,66,8,16,7,16,177,96.42528457,95.23855655,1.801889077,0.745943328,0.222814241,0.251876968,0.077500605,0.169532574,2.107047711,20645,19907,154,19662,372,16,35,435,52,46,White,0500000US19019
88,"DuPage County, Illinois",927263,623577,585489,145993,46564,117132,3148,267,49964,86611,458960,308443,289439,74312,21738,57656,1610,139,24891,44483,468303,315134,296050,71681,24826,59476,1538,128,25073,42128,67.24920546,63.14163296,15.7445083,5.021660521,12.63201487,0.339493757,0.02879442,5.388331034,9.340499944,927263,623577,46564,585489,145993,267,49964,86611,3148,117132,White,0500000US17043
89,"Fall River County, South Dakota",7179,6104,6059,237,13,41,534,56,54,377,3546,3055,3024,132,13,16,199,20,42,201,3633,3049,3035,105,0,25,335,36,12,176,85.02576961,84.39894136,3.301295445,0.181083716,0.571110182,7.438361889,0.780052932,0.752193899,5.251427775,7179,6104,13,6059,237,56,54,377,534,41,White,0500000US46047
90,"Kittson County, Minnesota",4163,3905,3894,104,26,16,9,0,24,183,2065,1955,1955,28,13,4,8,0,11,74,2098,1950,1939,76,13,12,1,0,13,109,93.80254624,93.53831372,2.498198415,0.624549604,0.384338218,0.216190247,0,0.576507326,4.395868364,4163,3905,26,3894,104,0,24,183,9,16,White,0500000US27069
91,"Oconee County, Georgia",42788,35795,35334,2466,1425,1812,273,383,551,2549,21161,17777,17460,1291,830,787,103,0,373,1291,21627,18018,17874,1175,595,1025,170,383,178,1258,83.6566327,82.57922782,5.763298121,3.330373002,4.234832196,0.638029354,0.895110779,1.287744227,5.957277741,42788,35795,1425,35334,2466,383,551,2549,273,1812,White,0500000US13219
92,"Wilson County, Texas",51501,37157,28649,20354,912,267,204,0,2828,10133,25875,18834,14440,10220,485,33,117,0,1358,5048,25626,18323,14209,10134,427,234,87,0,1470,5085,72.14811363,55.62804606,39.52156269,1.770839401,0.518436535,0.396108813,0,5.491155512,19.67534611,51501,37157,912,28649,20354,0,2828,10133,204,267,White,0500000US48493
93,"Fillmore County, Nebraska",5551,5261,5164,204,15,9,18,0,21,227,2805,2647,2596,110,7,6,15,0,9,121,2746,2614,2568,94,8,3,3,0,12,106,94.77571609,93.02828319,3.675013511,0.270221582,0.162132949,0.324265898,0,0.378310214,4.08935327,5551,5261,15,5164,204,0,21,227,18,9,White,0500000US31059
94,"Madison County, Florida",18113,10161,9763,1005,6604,25,38,0,394,891,9535,5337,5080,700,3445,16,16,0,279,442,8578,4824,4683,305,3159,9,22,0,115,449,56.09783029,53.90051344,5.548501077,36.4600011,0.138022415,0.209794071,0,2.175233258,4.919118865,18113,10161,6604,9763,1005,0,394,891,38,25,White,0500000US12079
95,"Carolina Municipio, Puerto Rico",153226,43434,1206,151217,20711,444,211,19,50086,38321,69641,20124,550,68664,9427,92,173,0,22300,17525,83585,23310,656,82553,11284,352,38,19,27786,20796,28.34636419,0.78707269,98.68886481,13.51663556,0.289768055,0.137705089,0.012399984,32.68766397,25.00946315,153226,43434,20711,1206,151217,19,50086,38321,211,444,Hispanic/Latino,0500000US72031
96,"Sullivan County, Indiana",20766,18912,18829,376,698,138,14,3,149,852,11294,9923,9862,202,612,123,4,0,99,533,9472,8989,8967,174,86,15,10,3,50,319,91.07194452,90.67225272,1.810652027,3.361263604,0.664547819,0.067417895,0.014446692,0.717519021,4.102860445,20766,18912,698,18829,376,3,149,852,14,138,White,0500000US18153
97,"La Paz County, Arizona",16605,10183,9601,4230,69,188,2356,2,1150,2657,8577,5313,5040,2223,45,102,1099,1,651,1366,8028,4870,4561,2007,24,86,1257,1,499,1291,61.32490214,57.81993375,25.47425474,0.415537489,1.1321891,14.18849744,0.012044565,6.925624812,16.00120446,16605,10183,69,9601,4230,2,1150,2657,2356,188,White,0500000US04012
98,"Brooks County, Georgia",16285,9343,8827,1048,5658,143,9,13,484,635,7654,4665,4421,355,2527,6,3,13,157,283,8631,4678,4406,693,3131,137,6,0,327,352,57.37181455,54.20325453,6.435369972,34.74362911,0.878108689,0.055265582,0.079828063,2.972060178,3.899293829,16285,9343,5658,8827,1048,13,484,635,9,143,White,0500000US13027
99,"Aleutians West Census Area, Alaska",5178,1274,1229,715,273,2117,481,98,313,622,3595,942,929,528,265,1324,318,63,272,411,1583,332,300,187,8,793,163,35,41,211,24.60409424,23.73503283,13.80842024,5.27230591,40.88451139,9.289300888,1.892622634,6.044804944,12.01235998,5178,1274,273,1229,715,98,313,622,481,2117,Asian,0500000US02016
100,"Kodiak Island Borough, Alaska",12878,6557,5928,1051,78,2851,1462,8,125,1797,6981,3771,3344,636,65,1462,733,3,46,901,5897,2786,2584,415,13,1389,729,5,79,896,50.91629135,46.03199255,8.161205156,0.605684112,22.13853083,11.35269452,0.062121447,0.970647616,13.95403013,12878,6557,78,5928,1051,8,125,1797,1462,2851,White,0500000US02150
101,"Stafford County, Kansas",4004,3470,3284,534,8,0,72,0,110,344,2055,1756,1654,293,8,0,23,0,70,198,1949,1714,1630,241,0,0,49,0,40,146,86.66333666,82.01798202,13.33666334,0.1998002,0,1.798201798,0,2.747252747,8.591408591,4004,3470,8,3284,534,0,110,344,72,0,White,0500000US20185
102,"Telfair County, Georgia",12174,6303,5785,1884,4476,19,40,0,363,973,6994,3132,2945,1356,2688,19,9,0,348,798,5180,3171,2840,528,1788,0,31,0,15,175,51.77427304,47.51930343,15.47560375,36.76688024,0.156070314,0.328569082,0,2.981764416,7.992442911,12174,6303,4476,5785,1884,0,363,973,40,19,White,0500000US13271
103,"Monroe County, Michigan",155001,140956,138322,6559,3463,648,148,46,1402,8338,77322,70040,68738,3357,1797,260,72,31,772,4350,77679,70916,69584,3202,1666,388,76,15,630,3988,90.93876814,89.23942426,4.231585603,2.234179134,0.418061819,0.095483255,0.029677228,0.904510293,5.379320133,155001,140956,3463,138322,6559,46,1402,8338,148,648,White,0500000US26115
104,"White County, Indiana",24709,21739,21458,2522,110,60,44,18,1421,1317,12460,10859,10679,1415,83,18,26,18,820,636,12249,10880,10779,1107,27,42,18,0,601,681,87.98008823,86.84285078,10.20680724,0.445181918,0.2428265,0.178072767,0.07284795,5.750940953,5.330041685,24709,21739,110,21458,2522,18,1421,1317,44,60,White,0500000US18181
105,"Noble County, Indiana",47417,42052,40493,5312,145,271,68,61,935,3885,23960,21211,20332,2774,110,163,50,9,396,2021,23457,20841,20161,2538,35,108,18,52,539,1864,88.68549254,85.3976422,11.2027332,0.305797499,0.57152498,0.143408482,0.128645844,1.97186663,8.193264019,47417,42052,145,40493,5312,61,935,3885,68,271,White,0500000US18113
106,"Greene County, Georgia",19586,11744,11552,1360,6012,239,127,0,639,825,9835,5861,5712,760,2956,169,54,0,447,348,9751,5883,5840,600,3056,70,73,0,192,477,59.96119677,58.98090473,6.943735321,30.69539467,1.220259369,0.648422342,0,3.262534463,4.212192382,19586,11744,6012,11552,1360,0,639,825,127,239,White,0500000US13133
107,"Buffalo County, South Dakota",1757,381,372,58,0,0,1318,0,17,41,960,232,223,30,0,0,692,0,6,30,797,149,149,28,0,0,626,0,11,11,21.68468981,21.17245304,3.301081389,0,0,75.0142288,0,0.967558338,2.333523051,1757,381,0,372,58,0,17,41,1318,0,American Indian/Alaska Native,0500000US46017
108,"Mellette County, South Dakota",2043,645,645,7,5,0,1268,6,6,113,977,320,320,0,5,0,583,0,3,66,1066,325,325,7,0,0,685,6,3,47,31.5712188,31.5712188,0.342633382,0.24473813,0,62.06558982,0.293685756,0.293685756,5.531081743,2043,645,5,645,7,6,6,113,1268,0,American Indian/Alaska Native,0500000US46095
109,"Ector County, Texas",163206,87032,48982,101602,8298,2010,1161,62,31146,33497,83807,43447,24809,52390,4567,1039,627,30,16052,18045,79399,43585,24173,49212,3731,971,534,32,15094,15452,53.32647084,30.012377,62.25383871,5.084371898,1.231572369,0.711370905,0.037988799,19.08385721,20.52436798,163206,87032,8298,48982,101602,62,31146,33497,1161,2010,Hispanic/Latino,0500000US48135
110,"Limestone County, Texas",22185,13546,12308,5126,3809,201,39,0,458,4132,11220,6763,6083,2807,1829,133,13,0,221,2261,10965,6783,6225,2319,1980,68,26,0,237,1871,61.05927428,55.4789272,23.10570205,17.16925851,0.906017579,0.175794456,0,2.064457967,18.62519721,22185,13546,3809,12308,5126,0,458,4132,39,201,White,0500000US48293
111,"Grays Harbor County, Washington",76397,61800,59034,8262,1241,956,3168,311,2814,6107,39200,31294,30029,4381,856,484,1765,162,1699,2940,37197,30506,29005,3881,385,472,1403,149,1115,3167,80.89322879,77.27266777,10.81456078,1.624409335,1.251358038,4.14675969,0.407084048,3.683390709,7.993769389,76397,61800,1241,59034,8262,311,2814,6107,3168,956,White,0500000US53027
112,"Berkeley County, West Virginia",126165,103874,101901,7619,9046,1173,125,15,3399,8533,62899,51501,50500,3802,4810,447,76,15,1838,4212,63266,52373,51401,3817,4236,726,49,0,1561,4321,82.331867,80.76804185,6.038917291,7.169975825,0.929734871,0.099076606,0.011889193,2.694091071,6.763365434,126165,103874,9046,101901,7619,15,3399,8533,125,1173,White,0500000US54003
113,"Villalba Municipio, Puerto Rico",21778,7552,63,21700,2219,0,16,0,2755,9236,10510,3369,63,10447,1139,0,0,0,1445,4557,11268,4183,0,11253,1080,0,16,0,1310,4679,34.67719717,0.289282762,99.64184039,10.18918174,0,0.073468638,0,12.65038112,42.40977133,21778,7552,2219,63,21700,0,2755,9236,16,0,Hispanic/Latino,0500000US72149
114,"Park County, Montana",17484,16111,16036,587,33,53,226,0,153,908,8806,8076,8072,232,10,14,150,0,115,441,8678,8035,7964,355,23,39,76,0,38,467,92.14710593,91.7181423,3.357355296,0.188743995,0.303134294,1.292610387,0,0.875085793,5.193319606,17484,16111,33,16036,587,0,153,908,226,53,White,0500000US30067
115,"Denton County, Texas",945644,573342,511104,191815,101626,97666,6524,838,41337,124311,467910,283945,253798,96566,47826,47830,3136,454,20777,63942,477734,289397,257306,95249,53800,49836,3388,384,20560,60369,60.62979303,54.04824649,20.28406039,10.74675036,10.32798812,0.689900216,0.088616858,4.37130675,13.14564466,945644,573342,101626,511104,191815,838,41337,124311,6524,97666,White,0500000US48121
116,"Cherokee County, South Carolina",56299,40077,39434,2944,10659,268,235,0,1500,3560,27600,19632,19393,1507,4959,106,150,0,962,1791,28699,20445,20041,1437,5700,162,85,0,538,1769,71.18598909,70.04387289,5.229222544,18.93284073,0.47602977,0.417414164,0,2.664345726,6.323380522,56299,40077,10659,39434,2944,0,1500,3560,235,268,White,0500000US45021
117,"Yancey County, North Carolina",18676,17268,17052,1051,109,77,46,0,467,709,9240,8537,8382,521,73,21,23,0,167,419,9436,8731,8670,530,36,56,23,0,300,290,92.4609124,91.30434783,5.627543371,0.583636753,0.412293853,0.246305419,0,2.500535447,3.796316128,18676,17268,109,17052,1051,0,467,709,46,77,White,0500000US37199
118,"Red River County, Texas",11621,8957,8548,826,1903,48,206,3,187,317,5656,4449,4201,359,924,20,104,3,35,121,5965,4508,4347,467,979,28,102,0,152,196,77.07598313,73.55649256,7.107822046,16.37552706,0.413045349,1.772652956,0.025815334,1.609155839,2.727820325,11621,8957,1903,8548,826,3,187,317,206,48,White,0500000US48387
119,"Matagorda County, Texas",36274,20293,15269,15678,3810,626,103,58,6206,5178,18050,10146,7462,8044,1651,363,30,46,3085,2729,18224,10147,7807,7634,2159,263,73,12,3121,2449,55.9436511,42.0935105,43.22103986,10.50339086,1.725753984,0.283949937,0.159894139,17.10867288,14.2746871,36274,20293,3810,15269,15678,58,6206,5178,103,626,White,0500000US48321
120,"Stevens County, Minnesota",9686,8051,7981,1039,170,133,147,73,566,546,5124,4024,3961,691,132,82,98,73,396,319,4562,4027,4020,348,38,51,49,0,170,227,83.11996696,82.39727442,10.72682222,1.755110469,1.373115837,1.517654346,0.753665084,5.843485443,5.637001858,9686,8051,170,7981,1039,73,566,546,147,133,White,0500000US27149
121,"Warren County, Georgia",5175,2041,2010,57,2981,17,0,0,0,136,2410,997,966,52,1362,0,0,0,0,51,2765,1044,1044,5,1619,17,0,0,0,85,39.43961353,38.84057971,1.101449275,57.60386473,0.328502415,0,0,0,2.628019324,5175,2041,2981,2010,57,0,0,136,0,17,Black,0500000US13301
122,"Hardeman County, Texas",3529,2746,2313,949,121,44,16,0,147,455,1869,1361,1106,576,102,31,7,0,68,300,1660,1385,1207,373,19,13,9,0,79,155,77.81241145,65.54264664,26.89147067,3.428733352,1.246812128,0.453386228,0,4.165485973,12.89317087,3529,2746,121,2313,949,0,147,455,16,44,White,0500000US48197
123,"Monroe County, Illinois",34969,33615,33313,656,208,166,37,0,269,674,17612,16764,16652,347,200,79,21,0,226,322,17357,16851,16661,309,8,87,16,0,43,352,96.12799908,95.26437702,1.875947268,0.594812548,0.474706168,0.105808001,0,0.769252767,1.92742143,34969,33615,208,33313,656,0,269,674,37,166,White,0500000US17133
124,"Jenkins County, Georgia",8674,4975,4920,365,3294,2,2,0,30,371,4621,2647,2621,153,1758,0,2,0,30,184,4053,2328,2299,212,1536,2,0,0,0,187,57.35531473,56.72123588,4.207977865,37.97555914,0.023057413,0.023057413,0,0.345861194,4.277150104,8674,4975,3294,4920,365,0,30,371,2,2,White,0500000US13165
125,"Grayson County, Kentucky",26586,25477,25216,409,264,96,18,5,143,583,13414,12901,12734,205,228,2,18,0,31,234,13172,12576,12482,204,36,94,0,5,112,349,95.82863161,94.84691191,1.538403671,0.993003837,0.361092304,0.067704807,0.018806891,0.537877078,2.192883473,26586,25477,264,25216,409,5,143,583,18,96,White,0500000US21085
126,"Palo Pinto County, Texas",28920,23784,21205,5846,737,296,151,0,1587,2365,14261,11459,10315,2933,449,127,63,0,913,1250,14659,12325,10890,2913,288,169,88,0,674,1115,82.2406639,73.32295989,20.21438451,2.548409405,1.02351314,0.522130014,0,5.487551867,8.177731674,28920,23784,737,21205,5846,0,1587,2365,151,296,White,0500000US48363
127,"Heard County, Georgia",11616,9884,9811,302,919,88,4,2,38,681,5754,4912,4902,124,475,46,0,2,6,313,5862,4972,4909,178,444,42,4,0,32,368,85.08953168,84.46108815,2.599862259,7.911501377,0.757575758,0.034435262,0.017217631,0.327134986,5.862603306,11616,9884,919,9811,302,2,38,681,4,88,White,0500000US13149
128,"Lawrence County, Alabama",33182,25239,25064,953,3292,145,1339,0,593,2574,16321,12465,12376,486,1611,83,665,0,255,1242,16861,12774,12688,467,1681,62,674,0,338,1332,76.06232295,75.53492858,2.872039057,9.921041529,0.436983907,4.035320354,0,1.787113495,7.757217769,33182,25239,3292,25064,953,0,593,2574,1339,145,White,0500000US01079
129,"Guaynabo Municipio, Puerto Rico",89503,27045,1321,87829,4237,180,166,0,23319,34556,41950,12584,684,41118,2224,44,74,0,11271,15753,47553,14461,637,46711,2013,136,92,0,12048,18803,30.21686424,1.475928181,98.12967163,4.733919533,0.201110577,0.185468644,0,26.05387529,38.60876172,89503,27045,4237,1321,87829,0,23319,34556,166,180,Hispanic/Latino,0500000US72061
130,"Marshall County, Mississippi",33899,15989,15911,1632,14800,53,174,24,1437,1422,16820,7957,7901,795,7262,21,87,0,772,721,17079,8032,8010,837,7538,32,87,24,665,701,47.16658309,46.9364878,4.814301307,43.65910499,0.156346795,0.513289478,0.070798549,4.239063099,4.194814006,33899,15989,14800,15911,1632,24,1437,1422,174,53,White,0500000US28093
131,"Clark County, Kansas",1987,1694,1673,127,0,38,37,0,53,165,1009,834,821,88,0,24,28,0,32,91,978,860,852,39,0,14,9,0,21,74,85.25415199,84.19728234,6.391545043,0,1.9124308,1.862103674,0,2.667337695,8.303975843,1987,1694,0,1673,127,0,53,165,37,38,White,0500000US20025
132,"Haskell County, Kansas",3695,2620,2471,1112,9,0,38,0,649,379,1846,1251,1210,582,5,0,17,0,319,254,1849,1369,1261,530,4,0,21,0,330,125,70.90663058,66.87415426,30.0947226,0.243572395,0,1.028416779,0,17.56427605,10.25710419,3695,2620,9,2471,1112,0,649,379,38,0,White,0500000US20081
133,"Bienville Parish, Louisiana",12769,6934,6817,256,5285,5,28,0,138,379,6109,3370,3328,130,2456,1,2,0,94,186,6660,3564,3489,126,2829,4,26,0,44,193,54.30339103,53.38710941,2.004855509,41.38930222,0.039157334,0.219281071,0,1.080742423,2.96812593,12769,6934,5285,6817,256,0,138,379,28,5,White,0500000US22013
134,"Walker County, Georgia",68449,61967,61290,1855,2994,411,117,14,454,2492,34079,30597,30172,1023,1658,201,69,0,289,1265,34370,31370,31118,832,1336,210,48,14,165,1227,90.53017575,89.5411182,2.710046896,4.374059519,0.600447048,0.170930182,0.020453184,0.663267542,3.640666774,68449,61967,2994,61290,1855,14,454,2492,117,411,White,0500000US13295
135,"Wilkin County, Minnesota",6413,5938,5849,238,14,4,48,0,179,230,3398,3160,3093,127,8,0,22,0,81,127,3015,2778,2756,111,6,4,26,0,98,103,92.59317012,91.2053641,3.711211601,0.218306565,0.062373304,0.748479651,0,2.791205364,3.586464993,6413,5938,14,5849,238,0,179,230,48,4,White,0500000US27167
136,"Randolph County, Illinois",30142,26199,25871,1094,2404,192,37,14,424,872,16335,13153,12944,724,2207,91,31,0,280,573,13807,13046,12927,370,197,101,6,14,144,299,86.91858536,85.83040276,3.629487094,7.975582244,0.636984938,0.122752306,0.046446818,1.406675071,2.89297326,30142,26199,2404,25871,1094,14,424,872,37,192,White,0500000US17157
