OBJECTID,location,Metropolitan_Nonmetropolitan,crime_majority,All_Crime,Violent_Crime,Murder_and_Nonnegligent_Manslaughter,Rape,Robbery,Aggravated_Assault,Property_Crime,Burglary,Larceny_theft,Motor_Vehicle_Theft,Arson,pct_violent,pct_murder,pct_rape,pct_robbery,pct_assault,pct_property,pct_burglary,pct_larceny,pct_vehicle,pct_arson,GEOIDFQ
738,"Bremer County, Iowa",Metropolitan County,Property Crimes,52,8,0,1,0,7,18,5,8,5,0,15.38461538,0,1.923076923,0,13.46153846,34.61538462,9.615384615,15.38461538,9.615384615,0,0500000US19017
739,"Goliad County, Texas",Metropolitan County,Property Crimes,86,15,1,5,0,9,28,8,18,2,0,17.44186047,1.162790698,5.813953488,0,10.46511628,32.55813953,9.302325581,20.93023256,2.325581395,0,0500000US48175
740,"Henderson County, North Carolina",Metropolitan County,Property Crimes,1613,89,0,24,3,62,715,324,322,69,5,5.51766894,0,1.487910725,0.185988841,3.843769374,44.32734036,20.08679479,19.96280223,4.277743335,0.309981401,0500000US37089
741,"Indian River County, Florida",,,,,,,,,,,,,,,,,,,,,,,,0500000US12061
742,"Roberts County, Texas",Nonmetropolitan County,Property Crimes,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,50,50,0,0,0,0500000US48393
743,"Deuel County, Nebraska",,,,,,,,,,,,,,,,,,,,,,,,0500000US31049
744,"Livingston County, New York",Metropolitan County,Property Crimes,418,17,1,4,2,10,192,23,157,12,0,4.066985646,0.23923445,0.956937799,0.4784689,2.392344498,45.93301435,5.502392344,37.55980861,2.870813397,0,0500000US36051
745,"O'Brien County, Iowa",Nonmetropolitan County,Property Crimes,98,12,0,1,0,11,37,6,26,5,0,12.24489796,0,1.020408163,0,11.2244898,37.75510204,6.12244898,26.53061224,5.102040816,0,0500000US19141
746,"Plaquemines Parish, Louisiana",Metropolitan County,Property Crimes,387,80,0,1,2,77,113,24,76,13,1,20.67183463,0,0.258397933,0.516795866,19.89664083,29.19896641,6.201550388,19.63824289,3.359173127,0.258397933,0500000US22075
747,"Pontotoc County, Mississippi",Nonmetropolitan County,Property Crimes,359,46,3,23,2,18,132,34,74,24,3,12.81337047,0.835654596,6.406685237,0.557103064,5.013927577,36.76880223,9.470752089,20.61281337,6.685236769,0.835654596,0500000US28115
748,"Nobles County, Minnesota",Nonmetropolitan County,Violent Crimes,48,12,0,3,1,8,12,1,9,2,0,25,0,6.25,2.083333333,16.66666667,25,2.083333333,18.75,4.166666667,0,0500000US27105
749,"Aitkin County, Minnesota",Nonmetropolitan County,Property Crimes,390,12,0,3,0,9,183,64,102,17,0,3.076923077,0,0.769230769,0,2.307692308,46.92307692,16.41025641,26.15384615,4.358974359,0,0500000US27001
750,"Ramsey County, North Dakota",,,,,,,,,,,,,,,,,,,,,,,,0500000US38071
751,"Person County, North Carolina",Metropolitan County,Property Crimes,591,58,2,9,2,45,236,65,141,30,3,9.813874788,0.338409475,1.52284264,0.338409475,7.614213198,39.9323181,10.99830795,23.85786802,5.076142132,0.507614213,0500000US37145
752,"Trego County, Kansas",,,,,,,,,,,,,,,,,,,,,,,,0500000US20195
753,"Washington County, Mississippi",,,,,,,,,,,,,,,,,,,,,,,,0500000US28151
754,"Eastland County, Texas",Nonmetropolitan County,Property Crimes,155,20,1,1,0,18,57,16,34,7,1,12.90322581,0.64516129,0.64516129,0,11.61290323,36.77419355,10.32258065,21.93548387,4.516129032,0.64516129,0500000US48133
755,"Issaquena County, Mississippi",,,,,,,,,,,,,,,,,,,,,,,,0500000US28055
756,"DeWitt County, Texas",Nonmetropolitan County,Property Crimes,140,15,0,1,0,14,54,20,25,9,2,10.71428571,0,0.714285714,0,10,38.57142857,14.28571429,17.85714286,6.428571429,1.428571429,0500000US48123
757,"Angelina County, Texas",Nonmetropolitan County,Property Crimes,1303,150,3,45,7,95,500,154,266,80,3,11.51189563,0.230237913,3.453568688,0.537221796,7.290867229,38.37298542,11.81887951,20.41442824,6.139677667,0.230237913,0500000US48005
758,"Saluda County, South Carolina",Metropolitan County,Property Crimes,261,28,0,7,1,20,102,18,72,12,1,10.72796935,0,2.681992337,0.383141762,7.662835249,39.08045977,6.896551724,27.5862069,4.597701149,0.383141762,0500000US45081
759,"Maries County, Missouri",Nonmetropolitan County,Property Crimes,60,13,0,1,0,12,17,3,14,0,0,21.66666667,0,1.666666667,0,20,28.33333333,5,23.33333333,0,0,0500000US29125
760,"Arkansas County, Arkansas",Nonmetropolitan County,Property Crimes,176,31,0,3,2,26,57,15,32,10,0,17.61363636,0,1.704545455,1.136363636,14.77272727,32.38636364,8.522727273,18.18181818,5.681818182,0,0500000US05001
761,"Lawrence County, Missouri",Nonmetropolitan County,Property Crimes,360,27,1,8,1,17,153,47,79,27,0,7.5,0.277777778,2.222222222,0.277777778,4.722222222,42.5,13.05555556,21.94444444,7.5,0,0500000US29109
762,"Charlottesville city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,0500000US51540
763,"Bureau County, Illinois",Nonmetropolitan County,Property Crimes,193,2,0,1,0,1,94,8,77,9,1,1.03626943,0,0.518134715,0,0.518134715,48.70466321,4.14507772,39.89637306,4.663212435,0.518134715,0500000US17011
764,"Scioto County, Ohio",Nonmetropolitan County,Property Crimes,969,89,2,13,1,73,394,80,260,54,3,9.184726522,0.206398349,1.341589267,0.103199174,7.533539732,40.66047472,8.255933953,26.83178535,5.572755418,0.309597523,0500000US39145
