OBJECTID,location,Metropolitan_Nonmetropolitan,crime_majority,All_Crime,Violent_Crime,Murder_and_Nonnegligent_Manslaughter,Rape,Robbery,Aggravated_Assault,Property_Crime,Burglary,Larceny_theft,Motor_Vehicle_Theft,Arson,pct_violent,pct_murder,pct_rape,pct_robbery,pct_assault,pct_property,pct_burglary,pct_larceny,pct_vehicle,pct_arson,GEOIDFQ
1647,"Rich County, Utah",Nonmetropolitan County,Property Crimes,14,1,0,1,0,0,6,0,5,1,0,7.142857143,0,7.142857143,0,0,42.85714286,0,35.71428571,7.142857143,0,0500000US49033
1648,"Prentiss County, Mississippi",Nonmetropolitan County,Property Crimes,230,51,1,7,0,43,64,4,51,9,0,22.17391304,0.434782609,3.043478261,0,18.69565217,27.82608696,1.739130435,22.17391304,3.913043478,0,0500000US28117
1649,"Whitley County, Kentucky",Nonmetropolitan County,Property Crimes,243,18,1,2,3,12,103,41,45,17,1,7.407407407,0.411522634,0.823045267,1.234567901,4.938271605,42.38683128,16.87242798,18.51851852,6.995884774,0.411522634,0500000US21235
1650,"Starke County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,0500000US18149
1651,"Williamson County, Texas",Metropolitan County,Property Crimes,4052,210,3,48,5,154,1816,367,1274,175,0,5.182625864,0.074037512,1.184600197,0.123395854,3.8005923,44.81737414,9.057255676,31.44126357,4.318854886,0,0500000US48491
1652,"Patillas Municipio, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,0500000US72109
1653,"Mitchell County, Iowa",Nonmetropolitan County,Property Crimes,26,3,1,0,0,2,10,4,5,1,0,11.53846154,3.846153846,0,0,7.692307692,38.46153846,15.38461538,19.23076923,3.846153846,0,0500000US19131
1654,"Emanuel County, Georgia",Nonmetropolitan County,Property Crimes,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,50,0,50,0,0,0500000US13107
1655,"Catahoula Parish, Louisiana",Nonmetropolitan County,Property Crimes,211,24,0,1,0,23,81,18,58,5,1,11.37440758,0,0.473933649,0,10.90047393,38.38862559,8.530805687,27.48815166,2.369668246,0.473933649,0500000US22025
1656,"Carbon County, Pennsylvania",Metropolitan County,Violent Crimes,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0500000US42025
1657,"Pawnee County, Nebraska",,,,,,,,,,,,,,,,,,,,,,,,0500000US31133
1658,"Unicoi County, Tennessee",Metropolitan County,Property Crimes,85,13,0,0,0,13,29,5,22,2,1,15.29411765,0,0,0,15.29411765,34.11764706,5.882352941,25.88235294,2.352941176,1.176470588,0500000US47171
1659,"Spartanburg County, South Carolina",Metropolitan County,Property Crimes,8262,1153,18,81,24,1030,2976,572,2074,330,4,13.95545873,0.217864924,0.980392157,0.290486565,12.46671508,36.02033406,6.923263132,25.10288066,3.994190269,0.048414427,0500000US45083
1660,"Dorado Municipio, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,0500000US72051
1661,"DeKalb County, Tennessee",Nonmetropolitan County,Property Crimes,170,31,1,3,1,26,53,14,32,7,2,18.23529412,0.588235294,1.764705882,0.588235294,15.29411765,31.17647059,8.235294118,18.82352941,4.117647059,1.176470588,0500000US47041
1662,"Erie County, New York",Metropolitan County,Property Crimes,1210,45,0,13,3,29,560,49,449,62,0,3.719008264,0,1.074380165,0.247933884,2.396694215,46.28099174,4.049586777,37.10743802,5.123966942,0,0500000US36029
1663,"Montgomery County, Maryland",Metropolitan County,Property Crimes,35668,1682,19,320,510,833,16148,1220,12235,2693,8,4.715711562,0.053269037,0.897162723,1.42985309,2.335426713,45.2730739,3.420432881,34.30245598,7.55018504,0.022429068,0500000US24031
1664,"Franklin County, Washington",Metropolitan County,Property Crimes,379,46,1,8,1,36,141,23,86,32,5,12.13720317,0.263852243,2.110817942,0.263852243,9.498680739,37.20316623,6.068601583,22.69129288,8.443271768,1.319261214,0500000US53021
1665,"Ida County, Iowa",Nonmetropolitan County,Property Crimes,56,6,0,1,0,5,22,5,14,3,0,10.71428571,0,1.785714286,0,8.928571429,39.28571429,8.928571429,25,5.357142857,0,0500000US19093
1666,"Sedgwick County, Kansas",Metropolitan County,Property Crimes,1620,260,4,30,7,219,548,143,342,63,4,16.04938272,0.24691358,1.851851852,0.432098765,13.51851852,33.82716049,8.827160494,21.11111111,3.888888889,0.24691358,0500000US20173
1667,"Travis County, Texas",Metropolitan County,Property Crimes,9579,834,5,109,68,652,3952,706,2417,829,7,8.706545568,0.052197515,1.137905836,0.709886209,6.806556008,41.25691617,7.370289174,25.23227894,8.654348053,0.073076522,0500000US48453
1668,"Hillsborough County, Florida",Metropolitan County,Property Crimes,15215,1569,46,223,135,1165,6026,491,4999,536,25,10.31219192,0.302333224,1.465658889,0.887282287,7.656917516,39.60565232,3.227078541,32.85573447,3.522839303,0.164311535,0500000US12057
1669,"Mercer County, New Jersey",Metropolitan County,Violent Crimes,12,3,0,0,1,2,3,0,3,0,0,25,0,0,8.333333333,16.66666667,25,0,25,0,0,0500000US34021
1670,"Butler County, Nebraska",,,,,,,,,,,,,,,,,,,,,,,,0500000US31023
1671,"Westmoreland County, Pennsylvania",Metropolitan County,Violent Crimes,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0500000US42129
1672,"Charlotte County, Florida",Metropolitan County,Property Crimes,3202,207,4,14,6,183,1392,225,1082,85,4,6.464709557,0.124921924,0.437226733,0.187382886,5.715178014,43.47282948,7.026858214,33.79138039,2.654590881,0.124921924,0500000US12015
1673,"Cass County, Iowa",Nonmetropolitan County,Property Crimes,104,5,0,1,0,4,47,14,27,6,0,4.807692308,0,0.961538462,0,3.846153846,45.19230769,13.46153846,25.96153846,5.769230769,0,0500000US19029
1674,"Mercer County, Ohio",Nonmetropolitan County,Property Crimes,52,8,0,5,0,3,18,1,15,2,0,15.38461538,0,9.615384615,0,5.769230769,34.61538462,1.923076923,28.84615385,3.846153846,0,0500000US39107
1675,"Franklin County, Kentucky",Nonmetropolitan County,Property Crimes,233,17,0,4,2,11,98,18,66,14,3,7.296137339,0,1.716738197,0.858369099,4.721030043,42.06008584,7.725321888,28.32618026,6.008583691,1.287553648,0500000US21073
1676,"Hancock County, Maine",Nonmetropolitan County,Property Crimes,172,12,0,0,1,11,74,18,47,9,0,6.976744186,0,0,0.581395349,6.395348837,43.02325581,10.46511628,27.3255814,5.23255814,0,0500000US23009
1677,"Knox County, Maine",Nonmetropolitan County,Property Crimes,320,8,0,2,2,4,152,20,122,10,0,2.5,0,0.625,0.625,1.25,47.5,6.25,38.125,3.125,0,0500000US23013
1678,"Newton County, Georgia",Metropolitan County,Property Crimes,2646,303,2,26,22,253,1016,124,769,123,8,11.45124717,0.07558579,0.982615268,0.831443689,9.561602419,38.39758125,4.686318972,29.06273621,4.648526077,0.302343159,0500000US13217
1679,"Faulk County, South Dakota",Nonmetropolitan County,Violent Crimes,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0500000US46049
1680,"Houghton County, Michigan",Nonmetropolitan County,Property Crimes,85,13,0,4,0,9,29,5,20,4,1,15.29411765,0,4.705882353,0,10.58823529,34.11764706,5.882352941,23.52941176,4.705882353,1.176470588,0500000US26061
1681,"Mineral County, Montana",Metropolitan County,Property Crimes,57,10,0,3,0,7,18,4,11,3,1,17.54385965,0,5.263157895,0,12.28070175,31.57894737,7.01754386,19.29824561,5.263157895,1.754385965,0500000US30061
1682,"Franklin County, Tennessee",Nonmetropolitan County,Violent Crimes,154,51,0,0,0,51,26,3,15,8,0,33.11688312,0,0,0,33.11688312,16.88311688,1.948051948,9.74025974,5.194805195,0,0500000US47051
1683,"Concordia Parish, Louisiana",Nonmetropolitan County,Property Crimes,383,61,0,6,2,53,129,32,87,10,3,15.92689295,0,1.566579634,0.522193211,13.8381201,33.68146214,8.355091384,22.7154047,2.610966057,0.783289817,0500000US22029
1684,"Livingston Parish, Louisiana",Metropolitan County,Property Crimes,4690,484,7,71,22,384,1858,343,1211,304,6,10.31982942,0.149253731,1.513859275,0.469083156,8.187633262,39.61620469,7.313432836,25.82089552,6.481876333,0.12793177,0500000US22063
1685,"Essex County, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,0500000US25009
1686,"Butte County, South Dakota",,,,,,,,,,,,,,,,,,,,,,,,0500000US46019
1687,"Douglas County, Colorado",Metropolitan County,Property Crimes,5347,426,3,73,24,326,2239,341,1675,223,17,7.967084346,0.056106228,1.365251543,0.448849822,6.096876753,41.87394801,6.377407892,31.32597718,4.170562932,0.317935291,0500000US08035
1688,"Richland County, South Carolina",Metropolitan County,Property Crimes,13134,1468,27,90,140,1211,5086,837,3386,863,26,11.17709761,0.205573321,0.685244404,1.065935739,9.220344145,38.72392264,6.372772956,25.78041724,6.57073245,0.197959494,0500000US45079
1689,"Madison County, Indiana",Metropolitan County,Property Crimes,362,30,3,0,2,25,151,29,107,15,0,8.287292818,0.828729282,0,0.552486188,6.906077348,41.71270718,8.011049724,29.55801105,4.143646409,0,0500000US18095
1690,"Murray County, Oklahoma",Nonmetropolitan County,Property Crimes,89,9,0,1,0,8,35,11,17,7,1,10.11235955,0,1.123595506,0,8.988764045,39.3258427,12.35955056,19.1011236,7.865168539,1.123595506,0500000US40099
1691,"Brooke County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,0500000US54009
1692,"Calhoun County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,0500000US54013
1693,"Bland County, Virginia",Nonmetropolitan County,Property Crimes,70,9,0,0,0,9,26,6,17,3,0,12.85714286,0,0,0,12.85714286,37.14285714,8.571428571,24.28571429,4.285714286,0,0500000US51021
1694,"Yellowstone County, Montana",Metropolitan County,Property Crimes,1612,223,3,22,3,195,579,103,374,102,8,13.8337469,0.186104218,1.364764268,0.186104218,12.09677419,35.91811414,6.389578164,23.20099256,6.327543424,0.496277916,0500000US30111
1695,"Lincoln County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,0500000US54043
1696,"Lake County, California",Nonmetropolitan County,Property Crimes,1317,291,2,26,11,252,365,21,321,23,5,22.09567198,0.151860289,1.974183751,0.835231587,19.13439636,27.71450266,1.59453303,24.37357631,1.746393318,0.379650721,0500000US06033
1697,"Grady County, Georgia",Nonmetropolitan County,Property Crimes,126,13,0,2,1,10,50,19,20,11,0,10.31746032,0,1.587301587,0.793650794,7.936507937,39.68253968,15.07936508,15.87301587,8.73015873,0,0500000US13131
1698,"Conejos County, Colorado",,,,,,,,,,,,,,,,,,,,,,,,0500000US08021
1699,"San Juan County, Utah",,,,,,,,,,,,,,,,,,,,,,,,0500000US49037
1700,"Putnam County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,0500000US18133
1701,"Cannon County, Tennessee",Metropolitan County,Property Crimes,36,1,0,0,0,1,17,4,7,6,0,2.777777778,0,0,0,2.777777778,47.22222222,11.11111111,19.44444444,16.66666667,0,0500000US47015
1702,"Franklin County, Maine",Nonmetropolitan County,Property Crimes,142,7,0,2,0,5,64,13,45,6,0,4.929577465,0,1.408450704,0,3.521126761,45.07042254,9.154929577,31.69014085,4.225352113,0,0500000US23007
1703,"Menifee County, Kentucky",Nonmetropolitan County,Property Crimes,24,0,0,0,0,0,12,2,7,3,0,0,0,0,0,0,50,8.333333333,29.16666667,12.5,0,0500000US21165
1704,"McPherson County, South Dakota",Nonmetropolitan County,Property Crimes,28,0,0,0,0,0,14,3,11,0,0,0,0,0,0,0,50,10.71428571,39.28571429,0,0,0500000US46089
1705,"Gunnison County, Colorado",,,,,,,,,,,,,,,,,,,,,,,,0500000US08051
1706,"Charlevoix County, Michigan",Nonmetropolitan County,Property Crimes,140,33,0,17,0,16,37,5,30,2,0,23.57142857,0,12.14285714,0,11.42857143,26.42857143,3.571428571,21.42857143,1.428571429,0,0500000US26029
1707,"Swift County, Minnesota",Nonmetropolitan County,Violent Crimes,4,1,0,0,0,1,1,0,1,0,0,25,0,0,0,25,25,0,25,0,0,0500000US27151
1708,"Seneca County, Ohio",Nonmetropolitan County,Property Crimes,277,14,1,10,0,3,124,15,104,5,1,5.054151625,0.36101083,3.610108303,0,1.083032491,44.76534296,5.415162455,37.54512635,1.805054152,0.36101083,0500000US39147
1709,"Tattnall County, Georgia",Nonmetropolitan County,Property Crimes,276,16,0,3,2,11,122,35,68,19,0,5.797101449,0,1.086956522,0.724637681,3.985507246,44.20289855,12.68115942,24.63768116,6.884057971,0,0500000US13267
1710,"Stephens County, Texas",Nonmetropolitan County,Property Crimes,52,5,0,2,0,3,21,7,13,1,0,9.615384615,0,3.846153846,0,5.769230769,40.38461538,13.46153846,25,1.923076923,0,0500000US48429
1711,"Martin County, North Carolina",Nonmetropolitan County,Property Crimes,384,31,0,3,1,27,161,57,86,18,0,8.072916667,0,0.78125,0.260416667,7.03125,41.92708333,14.84375,22.39583333,4.6875,0,0500000US37117
1712,"Ravalli County, Montana",Nonmetropolitan County,Property Crimes,605,83,0,7,0,76,219,30,168,21,1,13.71900826,0,1.157024793,0,12.56198347,36.19834711,4.958677686,27.76859504,3.47107438,0.165289256,0500000US30081
1713,"Wilkes County, Georgia",Nonmetropolitan County,Property Crimes,259,36,3,3,2,28,93,19,63,11,1,13.8996139,1.158301158,1.158301158,0.772200772,10.81081081,35.90733591,7.335907336,24.32432432,4.247104247,0.386100386,0500000US13317
1714,"Lincoln County, Washington",Nonmetropolitan County,Property Crimes,196,14,0,12,0,2,84,23,48,13,0,7.142857143,0,6.12244898,0,1.020408163,42.85714286,11.73469388,24.48979592,6.632653061,0,0500000US53043
1715,"San Mateo County, California",Metropolitan County,Property Crimes,3748,239,1,49,61,128,1630,262,1145,223,10,6.376734258,0.026680896,1.307363927,1.627534685,3.415154749,43.48986126,6.990394877,30.54962647,5.949839915,0.266808965,0500000US06081
1716,"Williams County, Ohio",Nonmetropolitan County,Property Crimes,200,8,0,7,0,1,91,25,57,9,2,4,0,3.5,0,0.5,45.5,12.5,28.5,4.5,1,0500000US39171
1717,"Woodson County, Kansas",Nonmetropolitan County,Property Crimes,48,8,0,0,0,8,16,9,6,1,0,16.66666667,0,0,0,16.66666667,33.33333333,18.75,12.5,2.083333333,0,0500000US20207
1718,"Marshall County, Kentucky",Nonmetropolitan County,Property Crimes,280,22,1,3,0,18,116,39,67,10,4,7.857142857,0.357142857,1.071428571,0,6.428571429,41.42857143,13.92857143,23.92857143,3.571428571,1.428571429,0500000US21157
1719,"Clinch County, Georgia",Nonmetropolitan County,Property Crimes,64,2,0,0,1,1,30,11,15,4,0,3.125,0,0,1.5625,1.5625,46.875,17.1875,23.4375,6.25,0,0500000US13065
1720,"Lowndes County, Georgia",Metropolitan County,Property Crimes,1916,124,0,37,5,82,830,125,608,97,8,6.471816284,0,1.931106472,0.260960334,4.279749478,43.31941545,6.524008351,31.73277662,5.06263048,0.417536534,0500000US13185
1721,"Kalawao County, Hawaii",,,,,,,,,,,,,,,,,,,,,,,,0500000US15005
1722,"Kauai County, Hawaii",Nonmetropolitan County,Property Crimes,3555,215,2,61,11,141,1507,209,1182,116,111,6.047819972,0.05625879,1.715893108,0.309423347,3.966244726,42.39099859,5.879043601,33.24894515,3.263009845,3.122362869,0500000US15007
1723,"Macomb County, Michigan",Metropolitan County,Property Crimes,2137,229,1,41,13,174,837,62,606,169,5,10.71595695,0.046794572,1.918577445,0.608329434,8.142255498,39.16705662,2.901263453,28.35751053,7.908282639,0.233972859,0500000US26099
1724,"Turner County, Georgia",Nonmetropolitan County,Property Crimes,80,1,0,0,0,1,39,10,22,7,0,1.25,0,0,0,1.25,48.75,12.5,27.5,8.75,0,0500000US13287
1725,"Jasper County, Illinois",Nonmetropolitan County,Property Crimes,84,3,0,0,0,3,39,7,29,3,0,3.571428571,0,0,0,3.571428571,46.42857143,8.333333333,34.52380952,3.571428571,0,0500000US17079
1726,"Milam County, Texas",Nonmetropolitan County,Property Crimes,243,27,1,8,2,16,93,22,62,9,3,11.11111111,0.411522634,3.29218107,0.823045267,6.58436214,38.27160494,9.053497942,25.51440329,3.703703704,1.234567901,0500000US48331
1727,"Cumberland County, Virginia",Nonmetropolitan County,Property Crimes,72,10,0,1,0,9,26,3,20,3,0,13.88888889,0,1.388888889,0,12.5,36.11111111,4.166666667,27.77777778,4.166666667,0,0500000US51049
1728,"Sumter County, South Carolina",Metropolitan County,Property Crimes,3196,389,6,17,23,343,1204,274,726,204,10,12.17146433,0.187734668,0.531914894,0.719649562,10.73216521,37.67209011,8.573216521,22.71589487,6.382978723,0.312891114,0500000US45085
1729,"Lake and Peninsula Borough, Alaska",,,,,,,,,,,,,,,,,,,,,,,,0500000US02164
1730,"Wyoming County, West Virginia",Nonmetropolitan County,Violent Crimes,102,34,0,0,0,34,17,1,13,3,0,33.33333333,0,0,0,33.33333333,16.66666667,0.980392157,12.74509804,2.941176471,0,0500000US54109
1731,"Kern County, California",Metropolitan County,Property Crimes,20761,3160,40,177,353,2590,7085,1738,3155,2192,271,15.22084678,0.192668947,0.852560089,1.700303454,12.47531429,34.12648716,8.371465729,15.19676316,10.55825827,1.305332113,0500000US06029
1732,"Cooke County, Texas",Nonmetropolitan County,Property Crimes,189,19,0,3,1,15,75,16,43,16,1,10.05291005,0,1.587301587,0.529100529,7.936507937,39.68253968,8.465608466,22.75132275,8.465608466,0.529100529,0500000US48097
1733,"Orangeburg County, South Carolina",Nonmetropolitan County,Property Crimes,5373,714,14,14,37,649,1969,347,1357,265,7,13.28866555,0.26056207,0.26056207,0.688628327,12.07891308,36.64619393,6.458217011,25.25590918,4.932067746,0.130281035,0500000US45075
1734,"Taylor County, Wisconsin",Nonmetropolitan County,Property Crimes,115,8,1,4,0,3,49,4,39,6,1,6.956521739,0.869565217,3.47826087,0,2.608695652,42.60869565,3.47826087,33.91304348,5.217391304,0.869565217,0500000US55119
1735,"Mower County, Minnesota",Nonmetropolitan County,Property Crimes,180,5,0,1,0,4,84,21,48,15,2,2.777777778,0,0.555555556,0,2.222222222,46.66666667,11.66666667,26.66666667,8.333333333,1.111111111,0500000US27099
1736,"Murray County, Minnesota",Nonmetropolitan County,Property Crimes,48,4,0,0,0,4,20,17,1,2,0,8.333333333,0,0,0,8.333333333,41.66666667,35.41666667,2.083333333,4.166666667,0,0500000US27101
1737,"Providence County, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,0500000US44007
1738,"Phelps County, Missouri",Nonmetropolitan County,Property Crimes,302,30,1,7,1,21,120,22,74,24,2,9.933774834,0.331125828,2.317880795,0.331125828,6.953642384,39.73509934,7.284768212,24.50331126,7.947019868,0.662251656,0500000US29161
1739,"Phillips County, Colorado",Nonmetropolitan County,Violent Crimes,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0500000US08095
1740,"Calhoun County, Arkansas",Nonmetropolitan County,Property Crimes,74,14,0,0,0,14,23,6,15,2,0,18.91891892,0,0,0,18.91891892,31.08108108,8.108108108,20.27027027,2.702702703,0,0500000US05013
1741,"Morgan County, Missouri",,,,,,,,,,,,,,,,,,,,,,,,0500000US29141
1742,"Holmes County, Ohio",Nonmetropolitan County,Property Crimes,236,0,0,0,0,0,118,33,83,2,0,0,0,0,0,0,50,13.98305085,35.16949153,0.847457627,0,0500000US39075
1743,"Osceola County, Iowa",Nonmetropolitan County,Property Crimes,24,5,0,3,0,2,7,0,4,3,0,20.83333333,0,12.5,0,8.333333333,29.16666667,0,16.66666667,12.5,0,0500000US19143
1744,"Jennings County, Indiana",Nonmetropolitan County,Property Crimes,150,16,0,5,0,11,59,23,26,10,0,10.66666667,0,3.333333333,0,7.333333333,39.33333333,15.33333333,17.33333333,6.666666667,0,0500000US18079
1745,"Twin Falls County, Idaho",Metropolitan County,Property Crimes,216,40,0,5,0,35,68,29,31,8,0,18.51851852,0,2.314814815,0,16.2037037,31.48148148,13.42592593,14.35185185,3.703703704,0,0500000US16083
1746,"Saline County, Illinois",Nonmetropolitan County,Property Crimes,163,19,0,0,0,19,62,26,22,14,1,11.65644172,0,0,0,11.65644172,38.03680982,15.95092025,13.49693252,8.588957055,0.613496933,0500000US17165
1747,"Kalamazoo County, Michigan",Metropolitan County,Property Crimes,4586,339,2,40,19,278,1950,347,1368,235,8,7.3920628,0.04361099,0.872219799,0.414304405,6.061927606,42.52071522,7.56650676,29.82991714,5.124291321,0.17444396,0500000US26077
1748,"Lee County, South Carolina",Nonmetropolitan County,Property Crimes,841,124,4,12,7,101,295,51,200,44,3,14.74435196,0.475624257,1.426872771,0.832342449,12.00951249,35.07728894,6.064209275,23.78121284,5.231866825,0.356718193,0500000US45061
1749,"Johnson County, Wyoming",Nonmetropolitan County,Property Crimes,80,4,0,1,0,3,36,6,27,3,0,5,0,1.25,0,3.75,45,7.5,33.75,3.75,0,0500000US56019
1750,"Daviess County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,0500000US18027
1751,"Grand Traverse County, Michigan",,,,,,,,,,,,,,,,,,,,,,,,0500000US26055
1752,"Allen Parish, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,0500000US22003
1753,"Hughes County, South Dakota",Nonmetropolitan County,Property Crimes,42,10,0,2,0,8,11,4,5,2,0,23.80952381,0,4.761904762,0,19.04761905,26.19047619,9.523809524,11.9047619,4.761904762,0,0500000US46065
1754,"Hyde County, South Dakota",,,,,,,,,,,,,,,,,,,,,,,,0500000US46069
1755,"Clarendon County, South Carolina",Metropolitan County,Property Crimes,1198,147,3,16,10,118,450,90,322,38,4,12.27045075,0.250417362,1.335559265,0.834724541,9.849749583,37.56260434,7.512520868,26.87813022,3.171953255,0.333889816,0500000US45027
1756,"Stillwater County, Montana",Metropolitan County,Property Crimes,116,19,0,6,0,13,38,5,27,6,2,16.37931034,0,5.172413793,0,11.20689655,32.75862069,4.310344828,23.27586207,5.172413793,1.724137931,0500000US30095
1757,"Bledsoe County, Tennessee",Nonmetropolitan County,Property Crimes,72,3,0,0,0,3,33,11,16,6,0,4.166666667,0,0,0,4.166666667,45.83333333,15.27777778,22.22222222,8.333333333,0,0500000US47007
1758,"Todd County, Kentucky",Nonmetropolitan County,Property Crimes,62,3,0,1,0,2,28,9,16,3,0,4.838709677,0,1.612903226,0,3.225806452,45.16129032,14.51612903,25.80645161,4.838709677,0,0500000US21219
1759,"Weakley County, Tennessee",Nonmetropolitan County,Property Crimes,212,37,2,2,0,33,69,23,31,15,0,17.45283019,0.943396226,0.943396226,0,15.56603774,32.54716981,10.8490566,14.62264151,7.075471698,0,0500000US47183
1760,"Greene County, Missouri",Metropolitan County,Property Crimes,1620,174,0,16,4,154,633,248,316,69,6,10.74074074,0,0.987654321,0.24691358,9.50617284,39.07407407,15.30864198,19.50617284,4.259259259,0.37037037,0500000US29077
1761,"Manassas Park city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,0500000US51685
1762,"Arlington County, Virginia",Metropolitan County,Property Crimes,11434,736,1,59,282,394,4979,210,4350,419,4,6.436942452,0.008745846,0.516004898,2.466328494,3.445863215,43.54556586,1.836627602,38.0444289,3.664509358,0.034983383,0500000US51013
1763,"Carroll County, Virginia",Nonmetropolitan County,Property Crimes,377,28,1,12,0,15,160,21,127,12,1,7.427055703,0.265251989,3.183023873,0,3.978779841,42.4403183,5.570291777,33.68700265,3.183023873,0.265251989,0500000US51035
1764,"St. Charles County, Missouri",Metropolitan County,Property Crimes,1019,168,1,14,4,149,337,24,262,51,9,16.48675172,0.098135427,1.373895976,0.392541708,14.62217861,33.07163886,2.355250245,25.71148184,5.004906771,0.883218842,0500000US29183
1765,"San Benito County, California",Metropolitan County,Property Crimes,392,62,1,2,5,54,133,20,95,18,2,15.81632653,0.255102041,0.510204082,1.275510204,13.7755102,33.92857143,5.102040816,24.23469388,4.591836735,0.510204082,0500000US06069
1766,"Queen Anne's County, Maryland",Metropolitan County,Property Crimes,632,42,2,16,2,22,274,38,225,11,0,6.64556962,0.316455696,2.53164557,0.316455696,3.481012658,43.35443038,6.012658228,35.60126582,1.740506329,0,0500000US24035
1767,"Brown County, Kansas",Nonmetropolitan County,Violent Crimes,26,7,0,0,0,7,6,2,3,1,0,26.92307692,0,0,0,26.92307692,23.07692308,7.692307692,11.53846154,3.846153846,0,0500000US20013
1768,"Bulloch County, Georgia",Nonmetropolitan County,Property Crimes,503,28,2,3,1,22,223,38,165,20,1,5.566600398,0.397614314,0.596421471,0.198807157,4.373757455,44.33399602,7.554671968,32.80318091,3.976143141,0.198807157,0500000US13031
1769,"Floyd County, Kentucky",Nonmetropolitan County,Property Crimes,148,12,0,0,1,11,60,17,30,13,4,8.108108108,0,0,0.675675676,7.432432432,40.54054054,11.48648649,20.27027027,8.783783784,2.702702703,0500000US21071
1770,"Broadwater County, Montana",Metropolitan County,Property Crimes,112,23,0,1,0,22,32,2,27,3,2,20.53571429,0,0.892857143,0,19.64285714,28.57142857,1.785714286,24.10714286,2.678571429,1.785714286,0500000US30007
1771,"Wheeler County, Georgia",,,,,,,,,,,,,,,,,,,,,,,,0500000US13309
1772,"Craven County, North Carolina",Nonmetropolitan County,Property Crimes,942,90,1,5,4,80,378,112,221,45,6,9.554140127,0.106157113,0.530785563,0.42462845,8.492569002,40.12738854,11.8895966,23.46072187,4.777070064,0.636942675,0500000US37049
1773,"Colonial Heights city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,0500000US51570
1774,"Coshocton County, Ohio",Nonmetropolitan County,Property Crimes,691,33,1,8,2,22,312,53,254,5,1,4.77568741,0.1447178,1.157742402,0.289435601,3.183791606,45.15195369,7.670043415,36.75832127,0.723589001,0.1447178,0500000US39031
1775,"Perkins County, Nebraska",,,,,,,,,,,,,,,,,,,,,,,,0500000US31135
1776,"Hartley County, Texas",Nonmetropolitan County,Property Crimes,4,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,50,0,0,50,0,0500000US48205
1777,"Grand County, Colorado",Nonmetropolitan County,Property Crimes,158,29,0,10,1,18,50,11,36,3,0,18.35443038,0,6.329113924,0.632911392,11.39240506,31.64556962,6.962025316,22.78481013,1.898734177,0,0500000US08049
1778,"Jim Wells County, Texas",Nonmetropolitan County,Property Crimes,475,37,0,7,0,30,199,87,83,29,3,7.789473684,0,1.473684211,0,6.315789474,41.89473684,18.31578947,17.47368421,6.105263158,0.631578947,0500000US48249
1779,"Winnebago County, Iowa",,,,,,,,,,,,,,,,,,,,,,,,0500000US19189
1780,"San Luis Obispo County, California",Metropolitan County,Violent Crimes,2272,569,1,56,12,500,566,223,327,16,2,25.04401408,0.044014085,2.464788732,0.528169014,22.00704225,24.91197183,9.815140845,14.39260563,0.704225352,0.088028169,0500000US06079
1781,"Henry County, Alabama",Metropolitan County,Property Crimes,172,15,0,0,2,13,71,21,36,14,0,8.720930233,0,0,1.162790698,7.558139535,41.27906977,12.20930233,20.93023256,8.139534884,0,0500000US01067
1782,"Wyandot County, Ohio",Nonmetropolitan County,Property Crimes,8,1,0,1,0,0,3,1,2,0,0,12.5,0,12.5,0,0,37.5,12.5,25,0,0,0500000US39175
1783,"Sioux County, North Dakota",,,,,,,,,,,,,,,,,,,,,,,,0500000US38085
1784,"Dimmit County, Texas",Nonmetropolitan County,Property Crimes,429,40,0,9,0,31,173,60,96,17,3,9.324009324,0,2.097902098,0,7.226107226,40.32634033,13.98601399,22.37762238,3.962703963,0.699300699,0500000US48127
1785,"Fillmore County, Minnesota",Metropolitan County,Violent Crimes,32,8,0,0,0,8,8,2,6,0,0,25,0,0,0,25,25,6.25,18.75,0,0,0500000US27045
1786,"Chester County, South Carolina",Metropolitan County,Property Crimes,733,91,4,7,9,71,274,72,175,27,3,12.41473397,0.545702592,0.954979536,1.227830832,9.68622101,37.38062756,9.822646658,23.8744884,3.683492497,0.409276944,0500000US45023
