OBJECTID,Location,median,median_white,median_white_only,median_hispanic,median_black_only,median_asian,median_native,median_native_islander,median_other,median_two_or_more,GEOIDFQ
1069,"Grant County, Oregon",59800,62375,62000,37333,0,58036,50000,0,44375,0,0500000US41023
1070,"Coos County, Oregon",60313,59914,60344,68625,78897,112908,51250,0,78594,57554,0500000US41011
1071,"Franklin County, Texas",66800,69495,69447,63000,57333,0,0,0,68220,57978,0500000US48159
1072,"Warren County, New York",78239,79168,79201,94327,127798,67358,51000,0,43564,75387,0500000US36113
1073,"Madison County, Virginia",82972,87196,90776,0,65481,0,0,0,0,37670,0500000US51113
1074,"Atoka County, Oklahoma",52034,54056,53980,69063,0,0,50769,0,0,43889,0500000US40005
1075,"Menard County, Illinois",81334,82078,82078,0,0,0,0,0,0,43125,0500000US17129
1076,"Bartow County, Georgia",79431,81844,81819,76810,61862,67176,65972,0,55996,77394,0500000US13015
1077,"Lake County, Florida",69956,70860,70969,67290,59550,79438,68981,-2500,67614,74629,0500000US12069
1078,"Okmulgee County, Oklahoma",53123,56925,56938,54188,32772,0,47083,0,0,54968,0500000US40111
1079,"Sheridan County, North Dakota",67361,68750,70114,0,0,0,0,0,0,0,0500000US38083
1080,"Fulton County, Indiana",62878,62919,63003,75038,0,0,0,0,76080,45250,0500000US18049
1081,"Johnson County, Kansas",107261,110002,111036,85121,71801,119776,69770,0,77096,96083,0500000US20091
1082,"Calvert County, Maryland",132059,135994,135252,187897,91863,148382,0,0,127321,147846,0500000US24009
1083,"Washburn County, Wisconsin",61270,62126,62265,34432,63750,100781,56042,0,40938,45625,0500000US55129
1084,"Jefferson County, Washington",71143,74893,74582,39858,48382,97538,50795,0,40886,49375,0500000US53031
1085,"Aguada Municipio, Puerto Rico",21694,20787,22976,21572,25364,0,0,0,14886,22026,0500000US72003
1086,"Winona County, Minnesota",70198,70813,70951,56250,26850,80132,44353,0,127708,0,0500000US27169
1087,"Warren County, Mississippi",56648,84469,84635,51417,38987,47143,0,0,93668,34975,0500000US28149
1088,"Andrew County, Missouri",74007,74457,73750,109896,103125,0,0,0,0,42404,0500000US29003
1089,"Montgomery County, Missouri",61042,63073,64401,0,0,0,0,0,0,76250,0500000US29139
1090,"Cherokee County, Kansas",58274,59203,59647,0,-2500,85240,42279,0,0,68750,0500000US20021
1091,"Halifax County, North Carolina",45071,61985,61627,42344,32644,155917,28352,0,39539,53750,0500000US37083
1092,"Sandoval County, New Mexico",84053,88438,89407,78813,89803,90869,60625,169236,65908,74520,0500000US35043
1093,"Clay County, Kentucky",39607,41187,41201,0,34063,0,0,0,0,15244,0500000US21051
1094,"Clinton County, Pennsylvania",58842,58561,58522,0,63056,114167,85909,0,30417,76094,0500000US42035
1095,"Pulaski County, Georgia",47688,64417,62375,114792,33778,0,0,0,0,62784,0500000US13235
1096,"Bertie County, North Carolina",45931,72639,73333,39083,37852,0,0,0,0,66518,0500000US37015
1097,"Stanly County, North Carolina",61631,65161,65685,54063,31613,105035,0,0,0,47197,0500000US37167
1098,"Rhea County, Tennessee",58133,58721,58845,59951,0,41480,0,0,58736,61167,0500000US47143
1099,"Greene County, North Carolina",50904,59058,60256,51148,36893,0,0,0,39594,67010,0500000US37079
1100,"Leslie County, Kentucky",40176,40489,40489,0,0,0,0,0,0,34091,0500000US21131
1101,"Somerset County, Maryland",52462,65164,64688,44608,39839,83558,0,0,56250,52736,0500000US24039
1102,"Marshall County, Illinois",69818,69841,70053,68646,0,0,0,0,0,70781,0500000US17123
1103,"Lyon County, Kentucky",64464,65872,65828,0,0,0,0,0,0,63688,0500000US21143
1104,"Concho County, Texas",59632,68125,70163,33500,0,0,0,0,0,43438,0500000US48095
1105,"Coke County, Texas",46431,51019,52454,43750,0,0,0,0,0,29054,0500000US48081
1106,"Overton County, Tennessee",46159,46606,46635,28438,0,0,0,0,0,0,0500000US47133
1107,"Huron County, Michigan",56963,56817,56938,62368,0,166190,0,0,56272,62135,0500000US26063
1108,"Iosco County, Michigan",47777,48056,47897,61544,26085,0,40156,0,0,48438,0500000US26069
1109,"Coffee County, Georgia",50175,56404,58633,38676,33968,54290,0,0,44435,36055,0500000US13069
1110,"Ware County, Georgia",44833,47006,48067,43581,32946,76573,185391,0,32949,73523,0500000US13299
1111,"Grant County, North Dakota",56750,57375,57375,0,0,93523,111250,0,0,35500,0500000US38037
1112,"Jefferson Parish, Louisiana",65246,75067,75739,58474,48533,71836,65944,79375,53801,58861,0500000US22051
1113,"St. Tammany Parish, Louisiana",79277,84447,84305,81234,58781,94152,61900,78308,67332,79804,0500000US22103
1114,"Greenville County, South Carolina",74624,83620,83877,61755,46787,107692,49496,100225,47463,70125,0500000US45045
1115,"Lyman County, South Dakota",61169,63971,64020,0,0,0,33000,0,0,0,0500000US46085
1116,"Trempealeau County, Wisconsin",71295,71461,72024,66679,24120,91250,118426,0,65469,87589,0500000US55121
1117,"Yolo County, California",88818,96292,104912,72171,43648,81697,63424,81818,71542,88750,0500000US06113
1118,"Sterling County, Texas",78750,111953,111875,60511,0,0,0,0,0,39808,0500000US48431
1119,"Winkler County, Texas",91898,89397,116458,91651,79538,0,131731,0,90403,114148,0500000US48495
1120,"Jackson County, South Dakota",26686,47222,47222,0,0,0,23537,0,0,20227,0500000US46071
1121,"Sevier County, Utah",73765,74457,74957,50066,0,0,0,0,51053,76985,0500000US49041
1122,"Charles City County, Virginia",70339,84490,84566,63333,57941,91122,74375,0,65750,83333,0500000US51036
1123,"Wabaunsee County, Kansas",70536,69779,70446,65625,0,0,0,0,0,98155,0500000US20197
1124,"Houston County, Minnesota",77087,76468,76541,0,0,214511,161250,0,0,71313,0500000US27055
1125,"Nicholas County, Kentucky",53616,50972,50972,0,41953,0,0,0,0,81273,0500000US21181
1126,"Plymouth County, Massachusetts",109698,114664,114760,81356,85980,121450,64583,0,79208,83058,0500000US25023
1127,"Bronx County, New York",49036,60260,77279,42306,50354,73570,47741,38036,41255,48887,0500000US36005
1128,"Dare County, North Carolina",81214,84506,85559,50938,68080,54879,0,0,67650,67361,0500000US37055
1129,"Medina County, Ohio",92660,92979,93218,82250,62396,102253,0,0,90087,96447,0500000US39103
1130,"Armstrong County, Pennsylvania",64295,65027,65108,31964,43654,55250,0,0,0,54847,0500000US42005
1131,"Atlantic County, New Jersey",76819,87594,88770,52692,48517,83924,48954,62266,52557,63389,0500000US34001
1132,"Manitowoc County, Wisconsin",68611,69533,69861,54574,42155,61019,36719,0,62745,61667,0500000US55071
1133,"Door County, Wisconsin",71785,72605,73325,47823,0,21442,48149,0,36875,0,0500000US55029
1134,"Columbus County, North Carolina",48184,54088,55166,54547,35323,0,45573,0,60536,44688,0500000US37047
1135,"Gallia County, Ohio",56455,57206,57117,102955,41375,0,0,0,55469,49250,0500000US39053
1136,"Taylor County, Texas",66406,71193,72059,58057,47346,81375,42857,0,65077,51466,0500000US48441
1137,"Lake County, Michigan",49680,47269,47423,54133,27727,0,55994,0,0,65000,0500000US26085
1138,"Ottawa County, Michigan",87144,89031,89581,70254,47120,84668,120735,0,60861,80316,0500000US26139
1139,"Cook County, Illinois",81797,99788,102778,72641,49888,102080,71372,71480,70806,76615,0500000US17031
1140,"Gallatin County, Illinois",54626,55547,55547,0,0,0,0,0,0,52656,0500000US17059
1141,"Greenwood County, South Carolina",50635,60442,60827,43659,35257,153033,36625,0,57797,55000,0500000US45047
1142,"Franklin County, Kansas",72142,73782,74019,46944,108657,155368,0,0,0,45809,0500000US20059
1143,"Clay County, Minnesota",77664,79879,79406,91042,43140,86711,0,11100,77361,61364,0500000US27027
1144,"Haywood County, Tennessee",43513,61143,62464,47727,38460,0,0,0,47383,0,0500000US47075
1145,"Box Elder County, Utah",77865,78283,78707,66301,0,0,63869,97500,73077,71250,0500000US49003
1146,"Tippah County, Mississippi",51141,52664,52693,30385,48899,0,37813,0,31827,0,0500000US28139
1147,"Marshall County, West Virginia",60329,60604,60522,0,-2500,0,0,0,83232,26012,0500000US54051
1148,"Jackson County, West Virginia",55671,55882,56737,0,0,0,0,0,0,48807,0500000US54035
1149,"Elmore County, Idaho",58976,59306,59804,50966,48640,81607,31894,0,62596,59500,0500000US16039
1150,"Baltimore County, Maryland",90904,100199,100356,79688,77905,105544,60893,237045,62104,87934,0500000US24005
1151,"Benson County, North Dakota",68049,72599,72566,49583,0,0,51786,0,0,110375,0500000US38005
1152,"Pike County, Missouri",57572,58423,58248,95156,35952,43542,0,0,43750,95078,0500000US29163
1153,"Lawrence County, Ohio",54842,54401,54243,94311,76510,105313,0,0,0,61103,0500000US39087
1154,"Scott County, Missouri",58847,65161,65374,0,27659,58603,101250,0,0,40000,0500000US29201
1155,"Adams County, Ohio",49521,50255,50220,74375,56635,120179,0,0,0,0,0500000US39001
1156,"Erath County, Texas",65351,66949,67040,52087,25234,0,0,0,46169,69830,0500000US48143
1157,"Habersham County, Georgia",65622,65784,65421,75230,54135,57750,140509,0,89199,51552,0500000US13137
1158,"Wilkinson County, Georgia",46673,55747,55747,51250,31324,0,0,0,70469,67813,0500000US13319
1159,"Monongalia County, West Virginia",62704,63854,64170,36825,49669,68922,0,0,26958,57817,0500000US54061
1160,"Crawford County, Ohio",55477,55428,55196,91750,-2500,108395,0,0,0,42000,0500000US39033
1161,"DeSoto County, Florida",50868,52839,52546,53549,24105,0,0,0,45313,60194,0500000US12027
1162,"Guernsey County, Ohio",55756,55465,55320,0,88125,125313,0,0,81477,41307,0500000US39059
1163,"Barry County, Michigan",77873,78494,78438,0,58313,217708,0,0,45022,57188,0500000US26015
1164,"Stone County, Missouri",61323,61813,61832,53409,90625,21597,0,0,0,42946,0500000US29209
1165,"Richmond city, Virginia",62671,86885,88029,67481,40708,72344,45938,0,70265,53090,0500000US51760
1166,"Stokes County, North Carolina",60039,60906,60696,68397,36250,0,21000,0,43087,44667,0500000US37169
1167,"Clarke County, Iowa",66821,68719,70952,60000,0,0,0,0,65884,0,0500000US19039
1168,"Fayette County, Iowa",58764,59759,60098,0,0,0,16250,0,71250,52656,0500000US19065
1169,"Marin County, California",142785,156656,156637,86104,75139,158996,60455,0,75048,144535,0500000US06041
1170,"Randall County, Texas",80905,80594,82045,75045,54384,71875,0,0,90134,87438,0500000US48381
1171,"Rusk County, Texas",67506,75997,76554,57214,36103,46728,45833,0,55714,52615,0500000US48401
1172,"Warren County, Iowa",92990,93611,93559,99423,0,76250,56066,0,99615,89475,0500000US19181
1173,"Van Wert County, Ohio",65344,65450,65829,51761,154107,142337,0,0,65850,51629,0500000US39161
1174,"Glades County, Florida",38905,38502,37366,51667,0,0,0,0,64625,37746,0500000US12043
1175,"Meriwether County, Georgia",56458,64234,64430,63068,44514,0,0,0,0,69857,0500000US13199
1176,"Washington County, Vermont",79853,80550,80047,123438,0,70652,0,0,77857,66154,0500000US50023
1177,"Meade County, South Dakota",74161,74701,72291,81770,40806,45833,0,0,0,81827,0500000US46093
1178,"Wright County, Missouri",47304,47809,47787,47857,0,0,0,0,0,36816,0500000US29229
1179,"Toole County, Montana",53693,54223,54413,0,0,19018,34643,0,0,56429,0500000US30101
1180,"Tioga County, New York",71791,71856,71823,51382,81955,228056,0,0,0,49837,0500000US36107
1181,"Lee County, Texas",66000,72531,76612,50025,43292,0,0,0,61341,0,0500000US48287
1182,"Fulton County, Georgia",91490,133844,135031,83079,58970,132025,47143,0,69405,84129,0500000US13121
1183,"Cherokee County, Texas",59830,63571,64622,54254,37996,80423,155241,0,63500,56543,0500000US48073
1184,"Audrain County, Missouri",56232,57638,57768,43958,36816,0,0,0,0,52576,0500000US29007
1185,"Colleton County, South Carolina",48779,57385,58614,43606,38211,0,43604,0,0,64464,0500000US45029
1186,"Jefferson County, Wisconsin",80604,80997,81417,72750,0,114375,0,0,62153,79620,0500000US55055
1187,"Tensas Parish, Louisiana",36074,53320,53320,0,25996,0,0,0,0,11806,0500000US22107
1188,"Monroe County, Tennessee",56648,57727,57071,90854,45588,121625,28393,0,48889,48990,0500000US47123
1189,"Hamilton County, Kansas",61929,65938,75000,54375,0,0,0,0,0,43281,0500000US20075
1190,"Pocahontas County, Iowa",63423,67426,67671,40192,0,0,0,0,0,29722,0500000US19151
1191,"Gem County, Idaho",66245,65105,64444,81183,0,0,0,0,0,81958,0500000US16045
1192,"Independence County, Arkansas",56009,57619,57938,34058,19259,86250,103242,0,0,54179,0500000US05063
1193,"Lonoke County, Arkansas",71449,74630,75284,59306,39183,62321,110313,0,75893,48837,0500000US05085
1194,"Newton County, Indiana",68596,66519,66173,60139,0,0,0,0,-2500,71875,0500000US18111
1195,"Franklin County, Georgia",52264,52214,52189,50703,44620,250000,0,0,0,50664,0500000US13119
1196,"Hendry County, Florida",53044,60166,66276,50038,40397,0,55579,0,39969,46375,0500000US12051
1197,"Taliaferro County, Georgia",48036,62083,62083,0,45044,0,0,0,53636,61029,0500000US13265
1198,"Jefferson County, Texas",59934,77582,79602,57154,44525,84519,63295,0,52517,58821,0500000US48245
1199,"Meagher County, Montana",56215,55550,55550,143438,0,0,0,0,0,143125,0500000US30059
1200,"Holt County, Missouri",58516,58500,58566,0,0,0,0,0,0,53750,0500000US29087
1201,"Lipscomb County, Texas",71442,74338,78984,66042,0,0,0,0,67750,69853,0500000US48295
1202,"Edgecombe County, North Carolina",48480,65688,66225,57790,40360,38828,0,0,34680,41205,0500000US37065
1203,"Jasper County, Texas",49919,60857,60454,36831,26706,0,0,0,0,36981,0500000US48241
1204,"Beaver County, Utah",85603,87478,85539,95066,0,0,0,0,0,68350,0500000US49001
1205,"Murray County, Georgia",67880,66353,65576,81592,76510,0,0,0,90750,71304,0500000US13213
1206,"Jay County, Indiana",54114,54576,54750,36953,0,90568,0,0,0,35078,0500000US18075
1207,"Montcalm County, Michigan",64892,65112,65208,68611,0,0,44115,0,58942,73304,0500000US26117
1208,"Rensselaer County, New York",86663,89563,90109,72128,44401,97634,136750,0,86296,80163,0500000US36083
1209,"Collier County, Florida",86173,94303,97054,66293,63540,113021,72928,0,66626,69514,0500000US12021
1210,"McKinley County, New Mexico",44496,73569,77825,60141,62880,111146,36348,0,57045,69950,0500000US35031
1211,"Ben Hill County, Georgia",39081,57448,56862,83304,28982,0,0,0,0,0,0500000US13017
1212,"Lee County, Arkansas",36860,52318,52240,55179,20856,0,0,0,0,0,0500000US05077
1213,"Baker County, Florida",70833,73242,72969,123125,63125,0,0,0,0,80336,0500000US12003
1214,"Lanier County, Georgia",44361,53835,53835,75602,38578,0,0,0,0,90833,0500000US13173
1215,"Rice County, Kansas",63947,62108,62209,68551,0,0,0,0,67997,88857,0500000US20159
1216,"Calhoun County, Alabama",55826,60688,60753,50375,37484,64219,0,0,48261,42167,0500000US01015
1217,"Jackson County, Mississippi",64756,70273,70310,60274,41515,94191,26069,0,47343,61124,0500000US28059
1218,"Campbell County, Kentucky",77271,78327,78198,83345,38576,86438,43405,0,77500,85156,0500000US21037
1219,"Cumberland County, Kentucky",39662,39759,39652,81042,0,0,0,0,0,0,0500000US21057
1220,"Panola County, Mississippi",43990,58508,58571,0,33074,0,0,0,0,29432,0500000US28107
1221,"Hansford County, Texas",68299,66650,69597,66012,0,0,0,0,56827,91442,0500000US48195
1222,"Chambers County, Texas",108114,120907,118858,95238,61176,0,0,0,71478,96884,0500000US48071
1223,"Quitman County, Georgia",36838,46763,46955,0,28704,0,0,0,0,0,0500000US13239
1224,"Craighead County, Arkansas",57615,65641,66284,42375,29874,63207,70406,0,49469,49920,0500000US05031
1225,"Saline County, Missouri",56566,57669,57314,70304,52647,0,39141,55179,71816,47396,0500000US29195
1226,"White County, Illinois",53097,53445,53492,33750,0,0,0,0,41354,0,0500000US17193
1227,"De Witt County, Illinois",64802,64856,64550,122500,0,0,0,0,102250,61685,0500000US17039
1228,"White Pine County, Nevada",72294,73497,72343,74002,0,0,33891,0,139805,36583,0500000US32033
1229,"Goodhue County, Minnesota",82749,83236,83081,84457,21107,39861,78077,0,82125,91038,0500000US27049
1230,"Swain County, North Carolina",55429,54848,54146,57847,0,0,58529,0,0,0,0500000US37173
1231,"Pasco County, Florida",67384,65924,65097,72236,71334,103972,72592,59359,69337,70907,0500000US12101
1232,"Sumter County, Florida",73297,74566,74711,63785,50018,0,250000,0,68160,56753,0500000US12119
1233,"Nassau County, New York",143408,146335,147506,124427,128721,173598,141875,0,107224,139885,0500000US36059
1234,"Steele County, North Dakota",80313,80729,81042,0,0,0,0,0,0,0,0500000US38091
1235,"Vanderburgh County, Indiana",60938,63971,63774,55154,36794,65560,33671,48616,57365,49267,0500000US18163
1236,"Franklin County, Missouri",71973,72493,72342,96250,53667,88476,0,0,48281,67079,0500000US29071
1237,"Avery County, North Carolina",57657,58225,58176,47734,0,0,0,0,41855,51827,0500000US37011
1238,"Wood County, West Virginia",56193,56803,56865,56680,0,78508,31000,0,0,42000,0500000US54107
1239,"Bayfield County, Wisconsin",69609,70829,71023,71875,0,110313,49911,0,108333,67083,0500000US55007
1240,"Stewart County, Tennessee",62052,62535,62847,0,77500,15804,0,0,0,65152,0500000US47161
1241,"Portage County, Wisconsin",73284,73677,73683,55096,0,100795,0,0,40901,76530,0500000US55097
1242,"Lexington County, South Carolina",75014,80206,80500,53851,56892,97240,0,0,47153,58816,0500000US45063
1243,"Anne Arundel County, Maryland",120324,127576,127965,108601,103235,124179,88790,0,96641,123982,0500000US24003
1244,"Fond du Lac County, Wisconsin",73154,73246,73675,58438,0,105542,142614,0,78141,67803,0500000US55039
1245,"Orleans Parish, Louisiana",55339,93056,94313,70132,36251,76557,65990,0,62990,70421,0500000US22071
1246,"Jefferson County, Alabama",64589,84395,85180,50441,45810,86549,41905,47151,50202,59633,0500000US01073
1247,"Walker County, Alabama",54509,56178,56274,30202,33321,125774,0,0,39243,32426,0500000US01127
1248,"DeKalb County, Missouri",69093,70583,70194,89167,0,0,0,0,55625,34423,0500000US29063
1249,"Gadsden County, Florida",46047,62711,63469,49119,37199,0,16318,0,46983,50781,0500000US12039
1250,"Dade County, Georgia",58936,59601,59840,0,0,0,0,0,0,78750,0500000US13083
1251,"DeSoto County, Mississippi",82980,90992,91096,68940,69963,88542,44698,0,68102,65714,0500000US28033
1252,"Warren County, Virginia",84331,86395,86196,62478,75583,0,0,0,60982,80313,0500000US51187
1253,"Edwards County, Illinois",59386,59045,59136,0,0,0,0,0,0,0,0500000US17047
