OBJECTID,Location,median,median_white,median_white_only,median_hispanic,median_black_only,median_asian,median_native,median_native_islander,median_other,median_two_or_more,GEOIDFQ
1501,"Kent County, Maryland",74402,82845,82449,77872,42125,207308,0,0,53750,0,0500000US24029
1502,"Crawford County, Kansas",50311,51839,51801,48089,0,0,0,0,39063,32083,0500000US20037
1503,"Chippewa County, Minnesota",69192,71053,71184,70368,0,4189,30875,0,0,72961,0500000US27023
1504,"Pennington County, South Dakota",70768,73763,73734,83750,43854,51402,29156,0,92529,67363,0500000US46103
1505,"Hampton County, South Carolina",43059,52756,52736,78155,37508,88125,0,0,77857,48750,0500000US45049
1506,"Fremont County, Idaho",72767,74208,74208,65375,0,0,92500,0,62708,65536,0500000US16043
1507,"Bryan County, Georgia",94234,102472,101786,88433,90177,129881,101576,0,82102,78443,0500000US13029
1508,"Dinwiddie County, Virginia",83898,87987,87711,76671,64813,0,0,0,76419,91042,0500000US51053
1509,"St. Lucie County, Florida",69027,74960,75556,64320,57876,64806,49549,0,59028,68020,0500000US12111
1510,"Monroe County, New York",74409,84429,85445,49196,41852,70913,42465,48643,40833,64111,0500000US36055
1511,"Lincoln County, South Dakota",96552,97607,98156,44159,0,0,26196,0,77743,72000,0500000US46083
1512,"Chippewa County, Wisconsin",74009,73500,73625,67337,0,109167,0,0,103438,67273,0500000US55017
1513,"Marathon County, Wisconsin",76185,77500,77730,54028,0,87069,73229,0,64712,64205,0500000US55073
1514,"Elko County, Nevada",83427,91514,94025,47917,0,71607,40538,0,57500,70944,0500000US32007
1515,"Braxton County, West Virginia",44449,45748,45768,0,24141,0,0,0,0,33125,0500000US54007
1516,"Wexford County, Michigan",63123,62636,62602,90855,0,0,59063,0,123864,79922,0500000US26165
1517,"Cochran County, Texas",42137,49167,65100,36033,0,0,0,0,33295,38750,0500000US48079
1518,"Blair County, Pennsylvania",60594,61566,61520,44950,44966,0,0,0,60052,48227,0500000US42013
1519,"Hickory County, Missouri",35084,35361,35276,60625,0,0,0,0,0,0,0500000US29085
1520,"Barry County, Missouri",56611,58699,58678,63201,0,173250,59632,0,72722,39397,0500000US29009
1521,"Ramsey County, Minnesota",81004,89113,89904,63225,47960,82966,39250,0,68338,69347,0500000US27123
1522,"Little River County, Arkansas",52241,54303,53893,88705,29940,0,0,0,10313,85000,0500000US05081
1523,"Lyon County, Nevada",73460,74018,74271,72284,0,61728,52143,0,70751,85653,0500000US32019
1524,"Lee County, Florida",73099,77278,78765,60373,53572,94375,39342,91897,59006,60603,0500000US12071
1525,"Josephine County, Oregon",59097,59116,59848,47481,27083,95875,67692,0,44153,59609,0500000US41033
1526,"Manatí Municipio, Puerto Rico",20352,21707,0,20326,15833,0,0,0,17559,21719,0500000US72091
1527,"Pike County, Mississippi",41578,52224,52605,0,33643,99423,82604,0,0,0,0500000US28113
1528,"Coffee County, Tennessee",60656,62401,62760,50718,38929,49375,0,0,78578,36703,0500000US47031
1529,"Tarrant County, Texas",81905,93970,97669,70335,61425,98147,88026,62860,65524,71692,0500000US48439
1530,"Prince George's County, Maryland",100708,110160,113387,90083,100334,110359,51806,80474,89449,103273,0500000US24033
1531,"Scott County, Virginia",45136,45317,45259,0,0,0,0,0,0,57361,0500000US51169
1532,"Jackson County, Texas",61752,72875,76875,58125,0,58547,0,0,0,60016,0500000US48239
1533,"Love County, Oklahoma",62940,62326,62399,59444,250000,63750,56875,0,71000,59306,0500000US40085
1534,"Twiggs County, Georgia",55439,61453,61831,0,42569,0,0,0,0,-2500,0500000US13289
1535,"Mahoning County, Ohio",55576,62993,63186,39310,29685,93194,21483,0,42543,39928,0500000US39099
1536,"Macon County, Alabama",45951,78203,80313,0,40838,0,0,0,18750,78438,0500000US01087
1537,"Wayne County, Illinois",53107,53314,53429,0,0,23438,0,0,0,63125,0500000US17191
1538,"Swisher County, Texas",39031,47272,51534,31926,0,0,230833,0,35491,17177,0500000US48437
1539,"Osage County, Missouri",75355,76051,76634,65625,0,0,0,0,0,0,0500000US29151
1540,"Kane County, Illinois",100678,108132,110394,83604,66998,123597,80368,107697,81785,85804,0500000US17089
1541,"El Dorado County, California",106190,106237,108385,71831,46432,141987,102045,54081,81827,100195,0500000US06017
1542,"Kershaw County, South Carolina",64343,74054,74530,40439,48624,0,0,0,25321,60382,0500000US45055
1543,"Gates County, North Carolina",61612,74656,74819,0,43217,0,0,0,0,78456,0500000US37073
1544,"Otero County, Colorado",54897,62983,60684,53750,0,0,24199,0,31822,54806,0500000US08089
1545,"Douglas County, Oregon",58983,59394,59753,50000,73246,70909,43317,0,49444,56953,0500000US41019
1546,"Bennington County, Vermont",71494,71235,71672,0,0,0,0,0,70278,93750,0500000US50003
1547,"Clay County, Florida",86094,86938,86887,84455,78218,107575,107286,102880,64094,84435,0500000US12019
1548,"Wake County, North Carolina",101763,114581,115809,72557,62967,155810,74716,99736,62344,90523,0500000US37183
1549,"Hamilton County, Ohio",70816,85527,85885,56422,40597,93057,79583,20964,54216,57022,0500000US39061
1550,"Bergen County, New Jersey",123715,126585,130663,97876,98480,152504,71738,0,93110,108055,0500000US34003
1551,"Lincoln County, Nevada",69496,69829,69829,0,0,0,0,0,0,0,0500000US32017
1552,"Nome Census Area, Alaska",76643,127679,129107,151500,0,59286,59551,0,173021,88750,0500000US02180
1553,"Kewaunee County, Wisconsin",80085,81392,81167,63750,0,0,0,0,54250,40066,0500000US55061
1554,"Parmer County, Texas",68164,70691,92878,62956,0,0,0,0,63975,81250,0500000US48369
1555,"Woods County, Oklahoma",50512,50725,51451,26902,0,0,85536,0,0,0,0500000US40151
1556,"Elliott County, Kentucky",40074,39810,41351,0,0,0,0,0,0,40804,0500000US21063
1557,"Berkshire County, Massachusetts",72565,73431,73631,69307,42344,71400,0,0,61679,80813,0500000US25003
1558,"Chariton County, Missouri",63307,63620,63828,44750,28750,0,0,0,0,73438,0500000US29041
1559,"Rio Blanco County, Colorado",72620,72691,72423,76509,0,0,0,0,37917,76509,0500000US08103
1560,"Morgan County, Colorado",75407,76960,73818,81205,56208,0,95132,0,84141,60742,0500000US08087
1561,"Malheur County, Oregon",49902,50686,52243,47317,19306,0,89531,0,43750,45375,0500000US41045
1562,"Middlesex County, New Jersey",109028,102500,106034,81447,91149,160165,82625,132625,80821,91185,0500000US34023
1563,"Sumner County, Kansas",60348,61203,60337,66250,0,241875,65958,0,43750,53090,0500000US20191
1564,"Oceana County, Michigan",63624,64599,64475,59265,0,61250,40132,0,48088,61023,0500000US26127
1565,"Kanabec County, Minnesota",71915,71616,72205,0,57188,153750,0,0,0,75435,0500000US27065
1566,"Ashtabula County, Ohio",55507,56387,56925,39071,34408,96979,0,0,42000,52881,0500000US39007
1567,"Alpine County, California",110781,118409,117955,160313,0,0,63750,0,0,166167,0500000US06003
1568,"Galveston County, Texas",85348,95676,98035,75102,51967,100466,82500,0,67260,76665,0500000US48167
1569,"Bullock County, Alabama",36723,61193,65063,64844,30149,0,0,0,69028,11227,0500000US01011
1570,"Livingston County, Illinois",70796,71058,71566,59801,0,250000,0,0,59375,85517,0500000US17105
1571,"Preble County, Ohio",71237,71335,71394,0,0,0,0,0,105893,54464,0500000US39135
1572,"Jackson County, Ohio",58409,58612,58573,0,0,0,61438,0,0,57330,0500000US39079
1573,"Harris County, Texas",73104,93051,104851,62240,53570,94027,68096,81314,55808,65987,0500000US48201
1574,"Middlesex County, Massachusetts",126779,131979,133390,89603,84501,149204,63419,101190,74975,103887,0500000US25017
1575,"Vega Baja Municipio, Puerto Rico",23877,24344,22115,23861,25870,0,0,0,23614,23460,0500000US72145
1576,"Dawson County, Texas",55789,67873,76250,46838,29167,0,0,0,41667,60072,0500000US48115
1577,"Ontario County, New York",79814,79998,80497,65438,56027,152566,0,0,84041,67130,0500000US36069
1578,"Autauga County, Alabama",69841,77250,76976,92728,53861,61375,0,0,32394,93159,0500000US01001
1579,"Franklin County, Ohio",73795,84846,85397,61634,49873,84468,51154,0,56721,62121,0500000US39049
1580,"Iron County, Utah",65527,66635,67385,59912,0,0,88153,0,68000,54184,0500000US49021
1581,"Esmeralda County, Nevada",0,31800,58000,0,0,0,0,0,0,0,0500000US32009
1582,"Keweenaw County, Michigan",53893,53607,53484,58333,0,0,0,0,0,93333,0500000US26083
1583,"Sanpete County, Utah",67459,69734,69355,47583,0,0,65263,19773,45268,50208,0500000US49039
1584,"Kearny County, Kansas",74135,64669,62941,98750,0,0,0,0,113177,110239,0500000US20093
1585,"Brevard County, Florida",75817,77192,77448,70636,55922,91862,74904,200625,59872,79454,0500000US12009
1586,"Monroe County, Indiana",63372,66650,66855,73824,49173,30427,0,0,49032,62633,0500000US18105
1587,"Lucas County, Iowa",67921,67697,68174,0,0,0,0,0,0,85313,0500000US19117
1588,"Woodford County, Kentucky",80006,83079,83564,0,39800,0,0,0,47155,32614,0500000US21239
1589,"Jo Daviess County, Illinois",74954,75857,76560,53942,63587,72361,0,0,0,76510,0500000US17085
1590,"Hancock County, Indiana",91326,90797,90919,80221,116103,115303,0,0,66788,87426,0500000US18059
1591,"Franklin city, Virginia",65125,77031,77946,56458,55408,85854,0,0,0,56500,0500000US51620
1592,"Midland County, Texas",93984,103621,113263,77929,54491,117138,0,0,85923,79205,0500000US48329
1593,"Scott County, Kansas",67788,66983,67955,49712,0,0,0,0,87778,0,0500000US20171
1594,"Cascade County, Montana",66203,67240,67345,66700,63778,61712,34648,0,74667,68625,0500000US30013
1595,"Harrisonburg city, Virginia",59752,59530,59930,60078,43913,76614,0,0,71611,59845,0500000US51660
1596,"Williamson County, Illinois",65521,66947,67003,78125,33023,85943,52806,0,103246,65357,0500000US17199
1597,"Flathead County, Montana",71327,71546,71631,51625,32283,125417,44211,0,37941,77306,0500000US30029
1598,"Peñuelas Municipio, Puerto Rico",20959,21134,0,21083,42574,0,0,0,19473,21875,0500000US72111
1599,"Stevens County, Kansas",61909,67478,65494,52391,0,0,0,0,46781,47188,0500000US20189
1600,"Pemiscot County, Missouri",40748,50850,50936,107683,21922,0,148618,0,0,38125,0500000US29155
1601,"Nance County, Nebraska",65438,66094,66219,0,0,0,0,0,0,76071,0500000US31125
1602,"Menominee County, Wisconsin",59528,68750,68750,0,0,0,56389,0,0,58798,0500000US55078
1603,"Panola County, Texas",62593,68116,65788,92625,25165,44073,0,0,34074,66146,0500000US48365
1604,"Bath County, Kentucky",54128,52543,51827,76583,0,0,0,0,0,55227,0500000US21011
1605,"Anderson County, Texas",58846,62489,62870,47113,34959,112543,188358,0,70938,58167,0500000US48001
1606,"Caroline County, Virginia",86267,91924,92083,60441,66918,147695,0,0,61507,53828,0500000US51033
1607,"Sioux County, Iowa",84736,88171,89638,69944,0,0,112772,0,75298,75096,0500000US19167
1608,"Glenn County, California",70487,72685,76949,65000,0,71583,0,0,64048,78656,0500000US06021
1609,"St. Louis city, Missouri",55279,72105,72140,62897,37194,59658,22850,56667,62357,55666,0500000US29510
1610,"Fannin County, Georgia",58073,58554,57959,58462,0,0,0,0,0,53088,0500000US13111
1611,"Guánica Municipio, Puerto Rico",16210,15597,0,16193,0,0,0,0,18943,10509,0500000US72055
1612,"Dorchester County, Maryland",60495,69025,69947,69327,37667,36042,0,0,69031,59338,0500000US24019
1613,"Columbia County, Pennsylvania",61992,61359,61149,73185,57589,126250,55583,0,62434,76477,0500000US42037
1614,"Clark County, Ohio",60846,64166,64436,57406,32665,77736,0,0,61417,57292,0500000US39023
1615,"Maverick County, Texas",51270,54912,81498,50273,0,0,73625,0,50648,48465,0500000US48323
1616,"Pima County, Arizona",67929,71462,73561,60621,52121,70716,51118,58995,57814,63608,0500000US04019
1617,"Cibola County, New Mexico",51765,61553,64015,45896,88600,133500,39842,0,75891,48704,0500000US35006
1618,"Burlington County, New Jersey",105271,108764,109241,93940,88355,132141,0,0,88314,105146,0500000US34005
1619,"Rutland County, Vermont",64778,64230,64301,83722,80446,-2500,0,0,0,72917,0500000US50021
1620,"Early County, Georgia",53750,62215,62215,55833,45369,0,0,0,0,0,0500000US13099
1621,"Rock County, Nebraska",57500,58750,58750,0,0,0,0,0,0,0,0500000US31149
1622,"Humphreys County, Tennessee",59333,58267,58540,40469,0,153018,0,0,41055,86000,0500000US47085
1623,"Gladwin County, Michigan",55576,55627,55805,51339,0,40134,80509,0,65682,53750,0500000US26051
1624,"Montgomery County, Kentucky",57468,60167,59917,55938,17788,0,0,0,0,56674,0500000US21173
1625,"Lancaster County, South Carolina",74751,82925,83604,63362,43308,225811,0,0,60000,90726,0500000US45057
1626,"Larue County, Kentucky",67770,68099,68776,0,0,0,0,0,0,70275,0500000US21123
1627,"Woodbury County, Iowa",70147,71974,72401,65336,78548,110231,21845,31268,51771,64866,0500000US19193
1628,"Taylor County, Florida",44985,48077,47713,72143,29863,0,0,0,0,80671,0500000US12123
1629,"Alexander County, Illinois",43523,51875,51736,0,37632,0,0,0,0,14375,0500000US17003
1630,"Jefferson County, Missouri",80522,81197,81281,75540,52129,102594,0,0,74531,75950,0500000US29099
1631,"Lincoln County, Missouri",85276,86420,86306,41439,63703,53929,0,0,85833,52177,0500000US29113
1632,"Chatham County, Georgia",69575,83774,83751,68897,50919,76909,46382,51656,61897,59878,0500000US13051
1633,"Union County, Florida",64922,66847,66960,0,68036,0,0,0,-2500,60740,0500000US12125
1634,"Genesee County, New York",72055,72539,72964,76123,51339,0,53214,0,70583,72256,0500000US36037
1635,"Clark County, Indiana",72298,75134,74845,74559,55773,50728,51578,0,53235,57250,0500000US18019
1636,"Boyle County, Kentucky",61635,66588,65616,65931,40708,0,0,0,0,42832,0500000US21021
1637,"Estill County, Kentucky",43905,42611,42688,0,0,0,0,0,0,58525,0500000US21065
1638,"Collingsworth County, Texas",60165,69153,72586,52868,50197,0,0,0,38750,61369,0500000US48087
1639,"Colorado County, Texas",68554,70794,75229,54223,63810,0,0,0,70646,45161,0500000US48089
1640,"Grundy County, Illinois",93060,93063,92628,97212,88333,0,250000,0,72346,105556,0500000US17063
1641,"Lincoln County, Minnesota",67715,67641,67122,69196,0,0,0,0,119250,34625,0500000US27081
1642,"Evans County, Georgia",53908,58613,58613,58110,49573,150909,0,0,40515,64327,0500000US13109
1643,"Wise County, Texas",89897,87455,92513,74229,71364,171607,65982,0,93958,110541,0500000US48497
1644,"Bethel Census Area, Alaska",70616,167500,167500,111917,110833,67188,57622,0,0,131250,0500000US02050
1645,"Rich County, Utah",76875,78125,78094,31875,0,0,0,0,0,35750,0500000US49033
1646,"Prentiss County, Mississippi",51466,52463,52519,46528,44563,51588,0,0,50313,0,0500000US28117
1647,"Whitley County, Kentucky",41719,42190,42195,0,-2500,0,0,0,0,38405,0500000US21235
1648,"Starke County, Indiana",62933,64475,63933,44490,0,145000,0,0,60481,44300,0500000US18149
1649,"Williamson County, Texas",108309,110171,113182,89670,84485,157699,81266,0,78198,97310,0500000US48491
1650,"Patillas Municipio, Puerto Rico",23422,15833,0,23422,17757,0,0,0,26008,13705,0500000US72109
1651,"Mitchell County, Iowa",68704,69836,70277,35583,21579,152500,0,0,35568,0,0500000US19131
1652,"Emanuel County, Georgia",50053,53151,52769,41953,41250,0,0,0,21680,37292,0500000US13107
1653,"Catahoula Parish, Louisiana",47753,55189,55189,0,26061,0,0,0,0,27833,0500000US22025
1654,"Carbon County, Pennsylvania",67877,68210,68339,75745,68631,0,54130,0,93029,52212,0500000US42025
1655,"Pawnee County, Nebraska",54926,54632,54412,0,0,0,0,0,0,58611,0500000US31133
1656,"Unicoi County, Tennessee",50381,50955,51496,40739,0,0,0,0,0,41488,0500000US47171
1657,"Spartanburg County, South Carolina",64195,71721,72308,54759,45990,72815,35833,0,55966,52364,0500000US45083
1658,"Dorado Municipio, Puerto Rico",33388,41840,0,32964,18703,0,0,0,34167,31070,0500000US72051
1659,"DeKalb County, Tennessee",48484,49709,49417,49260,19219,0,0,0,55515,39750,0500000US47041
1660,"Erie County, New York",71175,79298,79808,41087,41319,54244,41552,0,33630,56796,0500000US36029
1661,"Montgomery County, Maryland",128733,159895,163738,94619,89362,144493,105952,142589,83317,118278,0500000US24031
1662,"Franklin County, Washington",82755,90759,96153,69801,61380,69286,66047,163125,70634,76250,0500000US53021
1663,"Ida County, Iowa",62841,63182,62926,55179,0,0,0,0,53664,75607,0500000US19093
1664,"Sedgwick County, Kansas",67675,72381,73280,56829,40677,77212,56369,33457,54440,56748,0500000US20173
1665,"Travis County, Texas",97169,106063,112492,77656,69384,120436,74313,47882,69035,89439,0500000US48453
1666,"Hillsborough County, Florida",75011,85039,88711,64307,55589,103723,52399,60084,58106,66343,0500000US12057
1667,"Mercer County, New Jersey",96333,107372,111267,74551,62185,190703,0,0,67508,84872,0500000US34021
1668,"Butler County, Nebraska",82603,80000,79868,84048,0,0,0,0,92500,85972,0500000US31023
1669,"Westmoreland County, Pennsylvania",72468,73565,73538,53721,36953,103137,61806,0,48750,67417,0500000US42129
1670,"Charlotte County, Florida",66154,67589,68114,55010,40944,59572,0,143487,45781,71058,0500000US12015
1671,"Cass County, Iowa",61657,61986,62860,0,0,0,0,0,0,57308,0500000US19029
1672,"Mercer County, Ohio",78036,78522,78754,46099,0,0,0,0,46521,57625,0500000US39107
1673,"Franklin County, Kentucky",66470,69437,69649,46365,44545,119412,0,0,41061,45740,0500000US21073
1674,"Hancock County, Maine",69630,69761,70112,44563,56250,97550,57656,0,11194,75054,0500000US23009
1675,"Knox County, Maine",71903,72634,72500,56375,0,118644,0,0,32000,57574,0500000US23013
1676,"Newton County, Georgia",73732,77696,77816,57604,72322,0,0,0,0,61731,0500000US13217
1677,"Faulk County, South Dakota",58000,60000,60000,0,0,0,0,0,0,11439,0500000US46049
1678,"Houghton County, Michigan",56573,57172,57251,28594,195845,0,25822,0,31023,33068,0500000US26061
1679,"Mineral County, Montana",61117,61905,61577,95909,0,0,0,0,0,55486,0500000US30061
1680,"Franklin County, Tennessee",61553,62591,62516,73269,39919,68571,141034,0,98202,67361,0500000US47051
1681,"Concordia Parish, Louisiana",37349,50784,50711,0,23658,0,0,0,0,46214,0500000US22029
1682,"Livingston Parish, Louisiana",78617,80567,80928,51667,74044,0,0,0,48134,65275,0500000US22063
1683,"Essex County, Massachusetts",99431,108419,111165,63764,81362,137147,67941,90536,60618,78160,0500000US25009
1684,"Butte County, South Dakota",67692,65870,65543,0,0,0,180125,0,0,0,0500000US46019
1685,"Douglas County, Colorado",145737,147108,147626,119701,94370,161152,110066,0,102551,136335,0500000US08035
1686,"Richland County, South Carolina",61699,80476,81102,53141,51440,91316,44808,0,40526,53525,0500000US45079
1687,"Madison County, Indiana",62632,64814,64975,62429,31720,52388,43646,0,70509,58063,0500000US18095
1688,"Murray County, Oklahoma",61904,62216,61585,70089,71346,0,70595,0,51477,68750,0500000US40099
1689,"Brooke County, West Virginia",52116,53031,52688,79261,52656,0,0,0,0,0,0500000US54009
1690,"Calhoun County, West Virginia",41421,41815,41875,0,0,0,0,0,0,28875,0500000US54013
1691,"Bland County, Virginia",61375,61538,61625,0,0,0,0,0,0,0,0500000US51021
1692,"Yellowstone County, Montana",74400,75537,76271,51910,45132,79107,45530,0,77241,72115,0500000US30111
1693,"Lincoln County, West Virginia",48593,50047,49770,63878,0,0,0,0,0,20995,0500000US54043
1694,"Lake County, California",58738,60228,60337,56923,36223,0,37574,50729,59621,54657,0500000US06033
1695,"Grady County, Georgia",54312,61929,63560,53354,38423,0,90652,0,83397,35054,0500000US13131
1696,"Conejos County, Colorado",47209,52264,55281,40293,0,8807,0,0,37083,40882,0500000US08021
1697,"San Juan County, Utah",54890,65298,65241,34118,0,0,44198,0,34298,0,0500000US49037
1698,"Putnam County, Indiana",76182,78799,78717,0,26166,208500,0,0,0,33542,0500000US18133
1699,"Cannon County, Tennessee",58092,58643,59005,0,36113,0,0,0,0,72000,0500000US47015
1700,"Franklin County, Maine",58522,58476,58503,0,0,61250,0,0,100833,40595,0500000US23007
1701,"Menifee County, Kentucky",44672,44817,44817,0,0,0,0,0,0,0,0500000US21165
1702,"McPherson County, South Dakota",62024,62604,62604,0,0,0,0,0,0,0,0500000US46089
1703,"Gunnison County, Colorado",77358,81554,80608,60976,0,0,0,0,61184,61387,0500000US08051
1704,"Charlevoix County, Michigan",76495,76810,76787,61310,0,75625,65625,0,44009,77875,0500000US26029
1705,"Swift County, Minnesota",62601,63564,64890,29036,0,0,71250,0,0,0,0500000US27151
1706,"Seneca County, Ohio",65020,65876,65894,66547,0,57917,57095,0,0,46250,0500000US39147
1707,"Tattnall County, Georgia",52351,58495,59413,40391,31705,0,0,0,39188,52963,0500000US13267
1708,"Stephens County, Texas",54695,63648,63670,37155,105789,18500,0,0,93750,36746,0500000US48429
1709,"Martin County, North Carolina",46793,58587,59402,38771,36448,0,0,0,0,56980,0500000US37117
1710,"Ravalli County, Montana",71323,71576,71547,69964,0,58167,0,0,48708,69891,0500000US30081
1711,"Wilkes County, Georgia",52542,65461,65461,0,39607,0,0,0,0,0,0500000US13317
1712,"Lincoln County, Washington",71227,71887,71358,65357,0,0,0,0,0,61042,0500000US53043
1713,"San Mateo County, California",156000,168532,173715,103205,97881,181228,107219,99594,96886,131259,0500000US06081
1714,"Williams County, Ohio",61834,62448,62537,47188,0,75893,0,0,89615,45333,0500000US39171
1715,"Woodson County, Kansas",48152,51615,51250,0,0,0,0,0,0,43904,0500000US20207
1716,"Marshall County, Kentucky",63611,63701,63669,88173,0,0,0,0,0,60385,0500000US21157
1717,"Clinch County, Georgia",55549,70526,70724,6369,0,0,0,0,0,106310,0500000US13065
1718,"Lowndes County, Georgia",55887,71101,71969,42282,37631,52357,0,0,42583,66364,0500000US13185
1719,"Kalawao County, Hawaii",86250,0,0,0,0,0,0,0,0,0,0500000US15005
1720,"Kauai County, Hawaii",93612,92517,93472,82899,110366,99271,0,73750,106136,94617,0500000US15007
1721,"Macomb County, Michigan",76399,79214,79420,77213,58620,93725,58194,9032,74587,77648,0500000US26099
1722,"Turner County, Georgia",39565,58981,58241,82500,32762,0,0,0,113486,27571,0500000US13287
1723,"Jasper County, Illinois",71094,71194,71272,0,0,0,0,0,0,47000,0500000US17079
1724,"Milam County, Texas",59076,63696,70172,38045,39449,0,0,0,38264,62440,0500000US48331
1725,"Cumberland County, Virginia",57057,61509,61509,0,44000,0,0,0,0,0,0500000US51049
1726,"Sumter County, South Carolina",55990,68325,69900,48164,41630,93000,93750,59412,0,45928,0500000US45085
1727,"Lake and Peninsula Borough, Alaska",64000,103750,103750,0,0,0,49821,0,0,71406,0500000US02164
1728,"Wyoming County, West Virginia",48038,47992,48087,0,89073,0,0,0,0,39338,0500000US54109
1729,"Kern County, California",67660,72236,80401,59498,46541,101199,60375,78125,57787,62942,0500000US06029
1730,"Cooke County, Texas",72472,77897,77199,61364,24805,38968,103413,0,54659,54918,0500000US48097
1731,"Orangeburg County, South Carolina",43214,53356,53803,35554,38023,85903,0,0,52500,32460,0500000US45075
1732,"Taylor County, Wisconsin",63142,64083,64150,47455,0,0,48750,0,0,47009,0500000US55119
1733,"Mower County, Minnesota",71495,71964,73692,69790,46105,69500,0,0,73333,90859,0500000US27099
1734,"Murray County, Minnesota",74475,74298,74900,67143,0,72604,0,0,83417,96667,0500000US27101
1735,"Providence County, Rhode Island",78204,85798,87452,56363,60982,109950,74375,0,54585,62538,0500000US44007
1736,"Phelps County, Missouri",55427,57029,57125,39342,22540,28838,30357,0,46850,46813,0500000US29161
1737,"Phillips County, Colorado",60372,62639,73026,47455,0,0,0,0,0,44047,0500000US08095
1738,"Calhoun County, Arkansas",63654,66645,66118,0,22422,0,0,0,0,0,0500000US05013
1739,"Morgan County, Missouri",49663,50469,49688,120917,-2500,35667,0,0,0,46618,0500000US29141
1740,"Holmes County, Ohio",74774,74645,74605,138182,0,0,0,0,0,0,0500000US39075
1741,"Osceola County, Iowa",69138,71231,71119,51804,0,0,0,0,0,51960,0500000US19143
1742,"Jennings County, Indiana",68476,68427,68651,0,0,0,0,0,0,127813,0500000US18079
1743,"Twin Falls County, Idaho",65338,67916,68239,54432,0,51750,31316,0,63109,49668,0500000US16083
1744,"Saline County, Illinois",54945,58007,57908,52863,43598,53214,28750,0,0,40974,0500000US17165
1745,"Kalamazoo County, Michigan",70525,76133,76375,60617,38026,96058,55833,0,43828,54871,0500000US26077
1746,"Lee County, South Carolina",44145,56912,57176,0,37250,65417,0,0,50536,64524,0500000US45061
1747,"Johnson County, Wyoming",63905,64087,64702,0,0,0,0,0,0,100833,0500000US56019
1748,"Daviess County, Indiana",68561,70152,70529,52461,54975,0,0,0,85530,40000,0500000US18027
1749,"Grand Traverse County, Michigan",79486,80016,80187,54485,92927,0,97955,0,49620,61453,0500000US26055
1750,"Allen Parish, Louisiana",51138,56768,56690,0,29418,56372,43750,0,0,46809,0500000US22003
1751,"Hughes County, South Dakota",78981,75168,75168,83918,0,0,77695,0,0,91677,0500000US46065
1752,"Hyde County, South Dakota",74279,70000,70000,0,0,0,0,0,0,0,0500000US46069
1753,"Clarendon County, South Carolina",48887,58299,58461,71161,31044,59777,0,0,71518,94464,0500000US45027
1754,"Stillwater County, Montana",81503,84605,84934,69167,0,0,0,0,76083,34375,0500000US30095
1755,"Bledsoe County, Tennessee",49655,51573,53025,0,0,0,0,0,30000,42578,0500000US47007
1756,"Todd County, Kentucky",57759,62869,63074,30938,38333,0,0,0,30885,0,0500000US21219
1757,"Weakley County, Tennessee",49502,49933,50015,68750,38789,96429,78750,0,0,65185,0500000US47183
1758,"Greene County, Missouri",57488,58385,58600,52036,38900,59396,66176,0,62161,46875,0500000US29077
1759,"Manassas Park city, Virginia",100668,104877,105562,92027,104009,130563,59213,0,80258,92917,0500000US51685
1760,"Arlington County, Virginia",140160,157163,160538,93145,82821,116919,95388,0,87188,119980,0500000US51013
1761,"Carroll County, Virginia",52575,52895,52575,0,0,0,0,0,0,47134,0500000US51035
1762,"St. Charles County, Missouri",102912,103934,104289,75575,92710,108145,96667,0,65000,97068,0500000US29183
1763,"San Benito County, California",108289,113221,118801,100204,65385,210673,140972,0,103662,98696,0500000US06069
1764,"Queen Anne's County, Maryland",113347,118763,118886,81027,54444,0,0,0,51250,94211,0500000US24035
1765,"Brown County, Kansas",58886,65320,65359,45000,0,0,43000,0,39688,44167,0500000US20013
1766,"Bulloch County, Georgia",56832,64505,64810,37278,43436,0,34821,0,0,37917,0500000US13031
1767,"Floyd County, Kentucky",41582,42387,41931,0,0,0,0,0,0,33802,0500000US21071
1768,"Broadwater County, Montana",63636,66513,67750,0,0,0,0,0,0,0,0500000US30007
1769,"Wheeler County, Georgia",45262,42232,42143,0,56917,0,0,0,0,0,0500000US13309
1770,"Craven County, North Carolina",64635,71734,72465,52500,41551,111406,0,0,41073,67019,0500000US37049
1771,"Colonial Heights city, Virginia",76250,85340,85972,66250,47878,85577,46250,0,71136,65938,0500000US51570
1772,"Coshocton County, Ohio",54687,54650,54600,0,0,-2500,0,0,80893,58264,0500000US39031
1773,"Perkins County, Nebraska",67500,69236,69479,64107,0,0,0,0,43611,62250,0500000US31135
1774,"Hartley County, Texas",82122,87560,95341,80112,0,0,0,0,0,80951,0500000US48205
1775,"Grand County, Colorado",84558,85625,85574,85125,0,0,0,0,130625,84567,0500000US08049
1776,"Jim Wells County, Texas",47492,49454,62681,46820,0,0,0,0,54336,44107,0500000US48249
1777,"Winnebago County, Iowa",63719,67953,68172,42857,0,57321,0,0,0,42738,0500000US19189
1778,"San Luis Obispo County, California",93398,94922,95232,82575,113125,95366,88850,0,81097,83368,0500000US06079
1779,"Henry County, Alabama",60135,68808,68970,0,29886,160000,0,0,0,0,0500000US01067
1780,"Wyandot County, Ohio",71878,71699,71681,86451,0,0,0,0,0,85139,0500000US39175
1781,"Sioux County, North Dakota",41676,71250,74375,0,0,0,33203,0,70208,63750,0500000US38085
