"GEO_ID","NAME","B19001F_001E","B19001F_001M","B19001F_002E","B19001F_002M","B19001F_003E","B19001F_003M","B19001F_004E","B19001F_004M","B19001F_005E","B19001F_005M","B19001F_006E","B19001F_006M","B19001F_007E","B19001F_007M","B19001F_008E","B19001F_008M","B19001F_009E","B19001F_009M","B19001F_010E","B19001F_010M","B19001F_011E","B19001F_011M","B19001F_012E","B19001F_012M","B19001F_013E","B19001F_013M","B19001F_014E","B19001F_014M","B19001F_015E","B19001F_015M","B19001F_016E","B19001F_016M","B19001F_017E","B19001F_017M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Less than $10,000","Margin of Error!!Total:!!Less than $10,000","Estimate!!Total:!!$10,000 to $14,999","Margin of Error!!Total:!!$10,000 to $14,999","Estimate!!Total:!!$15,000 to $19,999","Margin of Error!!Total:!!$15,000 to $19,999","Estimate!!Total:!!$20,000 to $24,999","Margin of Error!!Total:!!$20,000 to $24,999","Estimate!!Total:!!$25,000 to $29,999","Margin of Error!!Total:!!$25,000 to $29,999","Estimate!!Total:!!$30,000 to $34,999","Margin of Error!!Total:!!$30,000 to $34,999","Estimate!!Total:!!$35,000 to $39,999","Margin of Error!!Total:!!$35,000 to $39,999","Estimate!!Total:!!$40,000 to $44,999","Margin of Error!!Total:!!$40,000 to $44,999","Estimate!!Total:!!$45,000 to $49,999","Margin of Error!!Total:!!$45,000 to $49,999","Estimate!!Total:!!$50,000 to $59,999","Margin of Error!!Total:!!$50,000 to $59,999","Estimate!!Total:!!$60,000 to $74,999","Margin of Error!!Total:!!$60,000 to $74,999","Estimate!!Total:!!$75,000 to $99,999","Margin of Error!!Total:!!$75,000 to $99,999","Estimate!!Total:!!$100,000 to $124,999","Margin of Error!!Total:!!$100,000 to $124,999","Estimate!!Total:!!$125,000 to $149,999","Margin of Error!!Total:!!$125,000 to $149,999","Estimate!!Total:!!$150,000 to $199,999","Margin of Error!!Total:!!$150,000 to $199,999","Estimate!!Total:!!$200,000 or more","Margin of Error!!Total:!!$200,000 or more",
"0500000US05065","Izard County, Arkansas","14","20","13","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","1","2","0","20","0","20","0","20","0","20","0","20",
"0500000US05067","Jackson County, Arkansas","58","49","0","20","0","20","0","20","0","20","0","20","31","34","0","20","0","20","0","20","0","20","27","45","0","20","0","20","0","20","0","20","0","20",
"0500000US05069","Jefferson County, Arkansas","198","79","0","30","0","30","0","30","69","51","0","30","21","34","0","30","3","7","0","30","37","27","7","12","17","29","34","54","4","6","0","30","6","12",
"0500000US05071","Johnson County, Arkansas","108","88","0","24","0","24","0","24","3","9","0","24","0","24","0","24","14","32","0","24","17","32","0","24","56","75","18","26","0","24","0","24","0","24",
"0500000US05073","Lafayette County, Arkansas","14","17","0","18","0","18","0","18","0","18","8","15","0","18","0","18","0","18","0","18","0","18","0","18","6","9","0","18","0","18","0","18","0","18",
"0500000US05075","Lawrence County, Arkansas","17","14","0","20","0","20","0","20","0","20","7","9","0","20","0","20","0","20","0","20","4","9","0","20","0","20","6","9","0","20","0","20","0","20",
"0500000US05077","Lee County, Arkansas","9","15","0","18","0","18","0","18","0","18","0","18","0","18","0","18","9","15","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18",
"0500000US05079","Lincoln County, Arkansas","107","41","17","30","0","20","0","20","0","20","0","20","0","20","0","20","0","20","25","33","0","20","36","33","13","19","16","20","0","20","0","20","0","20",
"0500000US05081","Little River County, Arkansas","28","33","13","23","8","18","0","20","4","8","0","20","0","20","0","20","0","20","0","20","3","4","0","20","0","20","0","20","0","20","0","20","0","20",
"0500000US05083","Logan County, Arkansas","77","51","0","24","0","24","0","24","7","12","0","24","0","24","29","33","0","24","41","58","0","24","0","24","0","24","0","24","0","24","0","24","0","24",
"0500000US05085","Lonoke County, Arkansas","419","143","16","22","0","30","0","30","50","57","0","30","16","23","25","40","23","34","21","29","37","51","19","19","90","90","43","67","0","30","32","39","47","64",
"0500000US05087","Madison County, Arkansas","66","63","0","20","0","20","0","20","0","20","0","20","0","20","0","20","37","57","6","12","0","20","8","13","15","28","0","20","0","20","0","20","0","20",
"0500000US05089","Marion County, Arkansas","46","36","0","20","7","11","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","12","18","27","31","0","20","0","20","0","20","0","20",
"0500000US05091","Miller County, Arkansas","157","65","0","27","0","27","8","13","3","6","0","27","7","11","0","27","0","27","52","57","0","27","41","39","19","29","0","27","0","27","27","27","0","27",
"0500000US05093","Mississippi County, Arkansas","154","68","5","10","5","8","4","5","6","11","5","7","0","27","36","41","1","2","44","49","1","5","13","20","6","7","28","42","0","27","0","27","0","27",
"0500000US05095","Monroe County, Arkansas","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18",
"0500000US05097","Montgomery County, Arkansas","33","24","0","18","0","18","0","18","21","24","0","18","0","18","0","18","0","18","0","18","12","16","0","18","0","18","0","18","0","18","0","18","0","18",
"0500000US05099","Nevada County, Arkansas","7","10","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","5","9","0","18","0","18","0","18","0","18","0","18","2","4",
"0500000US05101","Newton County, Arkansas","42","39","0","18","0","18","0","18","0","18","42","39","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18",
"0500000US05103","Ouachita County, Arkansas","28","27","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","3","9","16","21","0","24","2","5","7","12","0","24",
"0500000US05105","Perry County, Arkansas","9","17","0","20","0","20","0","20","0","20","9","17","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20",
"0500000US05107","Phillips County, Arkansas","8","12","0","20","0","20","8","12","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20",
"0500000US05109","Pike County, Arkansas","82","47","0","20","20","26","8","13","0","20","1","3","0","20","4","7","0","20","27","33","0","20","22","34","0","20","0","20","0","20","0","20","0","20",
"0500000US05111","Poinsett County, Arkansas","45","37","11","14","0","24","0","24","18","30","0","24","7","11","0","24","0","24","0","24","9","16","0","24","0","24","0","24","0","24","0","24","0","24",
"0500000US05113","Polk County, Arkansas","189","81","24","28","7","11","13","21","16","20","37","40","11","15","2","3","2","4","0","20","13","19","16","19","3","4","6","8","0","20","9","15","30","44",
"0500000US05115","Pope County, Arkansas","700","219","21","35","0","30","43","70","74","82","0","30","37","43","6","15","43","57","0","30","216","137","42","41","141","85","46","71","0","30","4","6","27","44",
"0500000US05117","Prairie County, Arkansas","17","20","0","18","0","18","0","18","10","19","0","18","0","18","0","18","0","18","0","18","0","18","0","18","7","9","0","18","0","18","0","18","0","18",
"0500000US05119","Pulaski County, Arkansas","3482","494","149","96","41","42","37","42","204","155","307","181","138","143","311","240","265","147","231","140","318","163","399","193","471","272","393","265","91","95","91","101","36","39",
"0500000US05121","Randolph County, Arkansas","37","34","11","22","0","20","5","8","0","20","5","8","0","20","0","20","0","20","0","20","0","20","8","16","8","13","0","20","0","20","0","20","0","20",
"0500000US05123","St. Francis County, Arkansas","57","69","0","24","0","24","0","24","0","24","4","9","2","4","18","27","0","24","0","24","7","12","0","24","0","24","0","24","26","50","0","24","0","24",
"0500000US05125","Saline County, Arkansas","957","266","0","30","0","30","126","153","63","81","0","30","56","89","114","139","46","61","50","52","111","76","31","38","151","141","94","91","8","12","60","92","47","54",
"0500000US05127","Scott County, Arkansas","118","63","0","18","0","18","0","18","0","18","0","18","18","32","0","18","0","18","0","18","63","61","37","32","0","18","0","18","0","18","0","18","0","18",
"0500000US05129","Searcy County, Arkansas","15","25","13","25","0","18","0","18","0","18","0","18","0","18","0","18","2","4","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18",
"0500000US05131","Sebastian County, Arkansas","3965","394","167","134","132","121","220","158","294","159","327","198","344","157","295","189","169","101","201","109","394","164","615","264","356","151","112","96","208","198","47","44","84","83",
"0500000US05133","Sevier County, Arkansas","1036","237","57","81","38","48","80","88","26","40","56","56","11","13","54","77","17","19","66","66","190","134","92","79","246","176","48","40","41","44","0","20","14","19",
"0500000US05135","Sharp County, Arkansas","28","17","0","20","5","8","0","20","0","20","0","20","0","20","19","16","0","20","0","20","0","20","0","20","0","20","0","20","4","7","0","20","0","20",
"0500000US05137","Stone County, Arkansas","33","17","0","20","0","20","0","20","6","13","0","20","0","20","0","20","27","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20",
"0500000US05139","Union County, Arkansas","58","59","2","3","0","27","0","27","1","3","0","27","0","27","0","27","0","27","23","42","0","27","11","17","0","27","4","9","0","27","0","27","17","31",
"0500000US05141","Van Buren County, Arkansas","38","39","0","20","0","20","0","20","0","20","0","20","0","20","0","20","19","30","0","20","0","20","0","20","0","20","19","26","0","20","0","20","0","20",
"0500000US05143","Washington County, Arkansas","3482","516","195","119","172","118","130","102","34","39","57","69","74","58","169","98","251","151","75","69","442","285","494","176","673","294","227","148","306","167","107","65","76","82",
"0500000US05145","White County, Arkansas","268","136","0","30","0","30","0","30","0","30","0","30","0","30","21","37","16","26","7","12","157","139","3","5","40","43","13","16","0","30","11","18","0","30",
"0500000US05147","Woodruff County, Arkansas","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18",
"0500000US05149","Yell County, Arkansas","721","156","4","7","0","24","12","20","0","24","82","88","70","84","9","9","60","55","62","57","80","50","46","45","115","70","123","65","27","25","8","16","23","31",
"0500000US06001","Alameda County, California","57260","1485","2014","361","1314","327","904","258","1509","347","1669","448","1648","327","1945","343","2231","413","2556","409","3878","440","6155","584","7521","699","6669","673","4423","540","6294","655","6530","653",
"0500000US06003","Alpine County, California","2","5","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","2","5","0","14","0","14","0","14","0","14","0","14","0","14",
"0500000US06005","Amador County, California","397","169","20","20","13","20","0","29","0","29","0","29","0","29","3","6","71","101","19","33","0","29","27","25","20","22","33","31","33","30","131","117","27","39",
"0500000US06007","Butte County, California","3982","462","405","174","88","55","104","103","191","112","89","63","189","101","225","97","81","65","274","130","283","108","361","122","585","155","478","158","326","138","134","109","169","86",
"0500000US06009","Calaveras County, California","436","161","8","14","50","62","7","11","10","15","10","18","0","29","11","18","116","111","12","14","6","11","12","13","56","61","58","56","18","34","0","29","62","60",
"0500000US06011","Colusa County, California","1491","244","81","57","32","49","5","8","176","96","118","83","81","45","0","25","74","60","18","22","94","61","115","61","237","102","143","71","146","79","91","58","80","73",
"0500000US06013","Contra Costa County, California","41130","1334","1604","375","780","253","737","217","765","225","1238","345","1373","331","1444","335","1056","256","1340","361","2684","525","3670","533","6868","808","4146","507","3987","578","4792","639","4646","572",
"0500000US06015","Del Norte County, California","618","164","0","25","148","117","0","25","0","25","0","25","15","23","3","5","0","25","32","40","73","67","61","57","1","4","173","116","14","22","41","55","57","68",
"0500000US06017","El Dorado County, California","2129","352","28","36","20","26","9","16","92","66","66","70","108","103","109","96","82","71","56","53","210","129","186","118","398","165","146","101","114","78","161","96","344","153",
"0500000US06019","Fresno County, California","55005","1427","4058","592","2783","483","2045","402","2454","465","2804","529","2315","391","2727","422","2443","372","2316","349","4415","454","6175","672","7785","720","4405","531","3169","460","2672","393","2439","520",
"0500000US06021","Glenn County, California","1614","280","41","32","56","38","97","99","18","29","111","77","64","56","6","12","81","61","128","85","111","113","371","169","179","93","81","66","92","81","129","135","49","39",
"0500000US06023","Humboldt County, California","2504","395","210","137","94","90","44","56","122","140","108","83","231","135","98","76","219","109","22","37","285","144","201","101","134","97","218","160","96","93","210","128","212","148",
"0500000US06025","Imperial County, California","16931","871","1105","260","947","235","1105","394","1345","397","736","231","649","199","732","215","818","237","844","237","1226","325","1319","305","2188","367","1448","348","824","245","709","206","936","290",
"0500000US06027","Inyo County, California","268","95","0","21","0","21","0","21","0","21","4","6","8","12","9","12","0","21","24","26","15","20","20","21","143","75","8","13","0","21","13","23","24","22",
"0500000US06029","Kern County, California","42394","1588","2434","372","1869","441","1634","352","1933","342","1713","378","2236","454","2431","442","2356","423","1815","341","3502","460","4403","610","5769","647","3543","421","2521","441","2702","465","1533","352",
"0500000US06031","Kings County, California","8434","642","349","178","335","135","327","190","276","136","361","155","368","143","318","156","506","197","727","263","819","256","1087","343","1021","272","834","235","496","193","400","151","210","93",
"0500000US06033","Lake County, California","2105","378","189","104","34","39","16","26","8","16","30","28","44","49","260","173","183","145","75","65","227","143","323","148","388","161","48","46","106","77","100","99","74","52",
"0500000US06035","Lassen County, California","308","166","14","20","0","29","13","14","0","29","0","29","0","29","100","136","16","25","9","20","50","49","8","11","75","69","9","14","0","29","6","14","8","14",
