"GEO_ID","NAME","B01001C_001E","B01001C_001M","B01001C_002E","B01001C_002M","B01001C_003E","B01001C_003M","B01001C_004E","B01001C_004M","B01001C_005E","B01001C_005M","B01001C_006E","B01001C_006M","B01001C_007E","B01001C_007M","B01001C_008E","B01001C_008M","B01001C_009E","B01001C_009M","B01001C_010E","B01001C_010M","B01001C_011E","B01001C_011M","B01001C_012E","B01001C_012M","B01001C_013E","B01001C_013M","B01001C_014E","B01001C_014M","B01001C_015E","B01001C_015M","B01001C_016E","B01001C_016M","B01001C_017E","B01001C_017M","B01001C_018E","B01001C_018M","B01001C_019E","B01001C_019M","B01001C_020E","B01001C_020M","B01001C_021E","B01001C_021M","B01001C_022E","B01001C_022M","B01001C_023E","B01001C_023M","B01001C_024E","B01001C_024M","B01001C_025E","B01001C_025M","B01001C_026E","B01001C_026M","B01001C_027E","B01001C_027M","B01001C_028E","B01001C_028M","B01001C_029E","B01001C_029M","B01001C_030E","B01001C_030M","B01001C_031E","B01001C_031M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Male:","Margin of Error!!Total:!!Male:","Estimate!!Total:!!Male:!!Under 5 years","Margin of Error!!Total:!!Male:!!Under 5 years","Estimate!!Total:!!Male:!!5 to 9 years","Margin of Error!!Total:!!Male:!!5 to 9 years","Estimate!!Total:!!Male:!!10 to 14 years","Margin of Error!!Total:!!Male:!!10 to 14 years","Estimate!!Total:!!Male:!!15 to 17 years","Margin of Error!!Total:!!Male:!!15 to 17 years","Estimate!!Total:!!Male:!!18 and 19 years","Margin of Error!!Total:!!Male:!!18 and 19 years","Estimate!!Total:!!Male:!!20 to 24 years","Margin of Error!!Total:!!Male:!!20 to 24 years","Estimate!!Total:!!Male:!!25 to 29 years","Margin of Error!!Total:!!Male:!!25 to 29 years","Estimate!!Total:!!Male:!!30 to 34 years","Margin of Error!!Total:!!Male:!!30 to 34 years","Estimate!!Total:!!Male:!!35 to 44 years","Margin of Error!!Total:!!Male:!!35 to 44 years","Estimate!!Total:!!Male:!!45 to 54 years","Margin of Error!!Total:!!Male:!!45 to 54 years","Estimate!!Total:!!Male:!!55 to 64 years","Margin of Error!!Total:!!Male:!!55 to 64 years","Estimate!!Total:!!Male:!!65 to 74 years","Margin of Error!!Total:!!Male:!!65 to 74 years","Estimate!!Total:!!Male:!!75 to 84 years","Margin of Error!!Total:!!Male:!!75 to 84 years","Estimate!!Total:!!Male:!!85 years and over","Margin of Error!!Total:!!Male:!!85 years and over","Estimate!!Total:!!Female:","Margin of Error!!Total:!!Female:","Estimate!!Total:!!Female:!!Under 5 years","Margin of Error!!Total:!!Female:!!Under 5 years","Estimate!!Total:!!Female:!!5 to 9 years","Margin of Error!!Total:!!Female:!!5 to 9 years","Estimate!!Total:!!Female:!!10 to 14 years","Margin of Error!!Total:!!Female:!!10 to 14 years","Estimate!!Total:!!Female:!!15 to 17 years","Margin of Error!!Total:!!Female:!!15 to 17 years","Estimate!!Total:!!Female:!!18 and 19 years","Margin of Error!!Total:!!Female:!!18 and 19 years","Estimate!!Total:!!Female:!!20 to 24 years","Margin of Error!!Total:!!Female:!!20 to 24 years","Estimate!!Total:!!Female:!!25 to 29 years","Margin of Error!!Total:!!Female:!!25 to 29 years","Estimate!!Total:!!Female:!!30 to 34 years","Margin of Error!!Total:!!Female:!!30 to 34 years","Estimate!!Total:!!Female:!!35 to 44 years","Margin of Error!!Total:!!Female:!!35 to 44 years","Estimate!!Total:!!Female:!!45 to 54 years","Margin of Error!!Total:!!Female:!!45 to 54 years","Estimate!!Total:!!Female:!!55 to 64 years","Margin of Error!!Total:!!Female:!!55 to 64 years","Estimate!!Total:!!Female:!!65 to 74 years","Margin of Error!!Total:!!Female:!!65 to 74 years","Estimate!!Total:!!Female:!!75 to 84 years","Margin of Error!!Total:!!Female:!!75 to 84 years","Estimate!!Total:!!Female:!!85 years and over","Margin of Error!!Total:!!Female:!!85 years and over",
"0500000US18041","Fayette County, Indiana","49","45","4","8","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","4","8","0","24","0","24","0","24","0","24","45","45","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","28","29","3","5","14","18","0","24",
"0500000US18043","Floyd County, Indiana","140","112","95","86","0","30","0","30","16","35","0","30","0","30","10","19","23","25","0","30","46","53","0","30","0","30","0","30","0","30","0","30","45","54","0","30","10","17","0","30","0","30","0","30","0","30","0","30","22","34","0","30","5","8","1","2","7","11","0","30","0","30",
"0500000US18045","Fountain County, Indiana","14","12","6","7","0","20","0","20","0","20","0","20","0","20","0","20","3","7","0","20","0","20","0","20","1","2","2","4","0","20","0","20","8","9","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","5","7","1","4","2","3","0","20","0","20",
"0500000US18047","Franklin County, Indiana","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24",
"0500000US18049","Fulton County, Indiana","17","20","2","4","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","1","3","1","2","0","24","0","24","0","24","15","19","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","3","6","0","24","0","24","12","19","0","24","0","24",
"0500000US18051","Gibson County, Indiana","13","11","5","7","0","27","0","27","0","27","0","27","0","27","0","27","0","27","1","2","4","6","0","27","0","27","0","27","0","27","0","27","8","9","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","3","4","1","2","3","7","1","4","0","27","0","27",
"0500000US18053","Grant County, Indiana","369","203","137","118","0","30","18","30","36","60","0","30","36","56","0","30","0","30","0","30","12","21","20","28","14","21","0","30","1","1","0","30","232","112","32","56","0","30","0","30","0","30","0","30","0","30","46","49","11","19","41","49","84","71","18","31","0","30","0","30","0","30",
"0500000US18055","Greene County, Indiana","30","38","30","38","0","27","0","27","25","37","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","5","9","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27",
"0500000US18057","Hamilton County, Indiana","349","172","255","135","0","30","22","28","24","42","48","60","0","30","35","37","4","7","0","30","21","21","50","36","40","43","11","18","0","30","0","30","94","65","0","30","19","27","0","30","0","30","6","12","15","26","0","30","9","16","4","8","30","32","0","30","11","18","0","30","0","30",
"0500000US18059","Hancock County, Indiana","65","57","34","35","0","30","0","30","0","30","13","26","0","30","0","30","0","30","0","30","0","30","0","30","10","14","9","15","2","8","0","30","31","35","0","30","0","30","0","30","0","30","5","8","0","30","0","30","0","30","22","25","0","30","4","16","0","30","0","30","0","30",
"0500000US18061","Harrison County, Indiana","230","292","147","185","35","50","0","27","0","27","0","27","0","27","62","82","0","27","0","27","0","27","42","57","8","13","0","27","0","27","0","27","83","108","0","27","35","51","0","27","0","27","0","27","0","27","0","27","4","9","43","58","0","27","0","27","1","4","0","27","0","27",
"0500000US18063","Hendricks County, Indiana","417","253","221","171","0","30","0","30","41","70","0","30","0","30","63","96","7","13","0","30","54","67","7","15","44","38","5","8","0","30","0","30","196","108","0","30","0","30","0","30","10","16","0","30","0","30","70","80","10","15","72","59","3","6","30","27","1","2","0","30","0","30",
"0500000US18065","Henry County, Indiana","35","26","8","12","0","27","0","27","0","27","0","27","2","9","0","27","0","27","0","27","0","27","4","7","1","2","0","27","0","27","1","3","27","22","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","7","12","1","2","19","18","0","27","0","27",
"0500000US18067","Howard County, Indiana","73","81","38","53","0","30","7","11","0","30","0","30","0","30","22","33","0","30","0","30","9","19","0","30","0","30","0","30","0","30","0","30","35","34","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","20","26","10","16","5","10","0","30","0","30","0","30",
"0500000US18069","Huntington County, Indiana","63","43","38","33","0","27","17","18","7","12","0","27","0","27","9","16","0","27","0","27","0","27","0","27","0","27","5","9","0","27","0","27","25","25","0","27","0","27","0","27","0","27","0","27","0","27","16","25","9","10","0","27","0","27","0","27","0","27","0","27","0","27",
"0500000US18071","Jackson County, Indiana","369","323","180","144","37","53","0","27","0","27","18","24","8","14","18","22","0","27","12","16","59","56","10","17","17","20","1","2","0","27","0","27","189","198","75","106","23","37","24","36","0","27","0","27","0","27","20","28","0","27","12","19","34","40","0","27","1","2","0","27","0","27",
"0500000US18073","Jasper County, Indiana","18","22","15","21","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","7","11","4","13","4","8","0","27","0","27","0","27","3","6","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","3","6","0","27","0","27","0","27","0","27",
"0500000US18075","Jay County, Indiana","27","25","13","23","0","24","0","24","0","24","0","24","0","24","0","24","13","23","0","24","0","24","0","24","0","24","0","24","0","24","0","24","14","15","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","6","11","1","2","7","9","0","24","0","24",
"0500000US18077","Jefferson County, Indiana","48","50","34","36","10","15","0","27","12","18","0","27","0","27","0","27","0","27","0","27","2","3","0","27","10","18","0","27","0","27","0","27","14","17","8","12","1","3","0","27","0","27","0","27","0","27","0","27","5","9","0","27","0","27","0","27","0","27","0","27","0","27",
"0500000US18079","Jennings County, Indiana","32","29","30","28","0","24","1","3","0","24","2","4","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","27","26","0","24","2","5","0","24","1","2","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","1","3","0","24","0","24","0","24",
"0500000US18081","Johnson County, Indiana","176","170","81","118","0","30","0","30","7","14","0","30","0","30","0","30","0","30","47","80","0","30","26","42","1","2","0","30","0","30","0","30","95","101","0","30","0","30","0","30","0","30","0","30","41","47","40","92","0","30","0","30","0","30","14","23","0","30","0","30","0","30",
"0500000US18083","Knox County, Indiana","58","54","28","35","0","27","0","27","0","27","0","27","0","27","0","27","17","31","0","27","0","27","0","27","6","9","5","9","0","27","0","27","30","41","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","25","40","5","8","0","27","0","27","0","27",
"0500000US18085","Kosciusko County, Indiana","199","162","103","74","29","31","0","30","0","30","0","30","0","30","0","30","0","30","0","30","44","42","4","7","13","21","9","14","0","30","4","7","96","93","0","30","88","91","0","30","0","30","0","30","4","8","0","30","0","30","0","30","0","30","0","30","4","7","0","30","0","30",
"0500000US18087","LaGrange County, Indiana","17","15","11","12","0","27","0","27","0","27","0","27","0","27","0","27","1","2","0","27","2","4","0","27","2","5","0","27","3","6","3","6","6","8","0","27","0","27","0","27","0","27","0","27","2","5","0","27","0","27","0","27","2","4","2","4","0","27","0","27","0","27",
"0500000US18089","Lake County, Indiana","1918","432","805","232","46","37","34","31","52","41","64","59","0","30","22","24","79","58","61","40","189","86","62","46","113","71","42","42","26","42","15","22","1113","324","27","32","47","38","100","56","14","25","21","31","65","62","188","116","21","25","198","110","87","45","183","127","155","179","7","10","0","30",
"0500000US18091","LaPorte County, Indiana","195","123","93","76","0","30","0","30","0","30","20","20","0","30","25","46","4","8","0","30","11","21","6","9","27","30","0","30","0","30","0","30","102","72","0","30","22","36","0","30","0","30","0","30","7","10","16","27","6","9","17","31","9","10","21","19","1","3","3","4","0","30",
"0500000US18093","Lawrence County, Indiana","45","50","18","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","2","4","16","27","0","27","0","27","0","27","0","27","27","40","2","5","0","27","0","27","0","27","0","27","0","27","7","12","17","28","0","27","1","3","0","27","0","27","0","27","0","27",
"0500000US18095","Madison County, Indiana","367","191","163","94","0","30","0","30","31","39","0","30","0","30","0","30","12","16","5","9","0","30","42","42","19","22","36","42","14","22","4","18","204","127","23","40","0","30","6","9","21","34","0","30","26","37","0","30","7","12","6","9","24","34","24","36","49","42","4","6","14","21",
"0500000US18097","Marion County, Indiana","4231","1151","2082","588","94","115","191","144","130","135","73","77","115","97","236","185","123","82","69","51","551","193","315","191","119","87","35","35","6","8","25","27","2149","636","68","72","243","191","352","242","52","76","125","95","307","180","183","126","63","49","204","97","362","178","123","62","63","62","4","8","0","30",
"0500000US18099","Marshall County, Indiana","138","113","34","33","0","27","0","27","0","27","0","27","0","27","0","27","0","27","29","31","0","27","0","27","0","27","0","27","5","10","0","27","104","101","0","27","0","27","0","27","0","27","16","33","0","27","0","27","0","27","5","8","0","27","33","39","0","27","50","81","0","27",
"0500000US18101","Martin County, Indiana","1","3","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","1","3","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","1","3","0","18","0","18","0","18",
"0500000US18103","Miami County, Indiana","89","44","70","38","0","27","0","27","0","27","0","27","0","27","1","3","0","27","0","27","0","27","10","14","20","22","32","24","7","11","0","27","19","20","0","27","0","27","0","27","0","27","0","27","0","27","6","12","0","27","0","27","0","27","1","3","12","15","0","27","0","27",
"0500000US18105","Monroe County, Indiana","194","130","76","58","0","30","0","30","0","30","0","30","0","30","0","30","6","13","16","30","5","10","18","26","11","13","20","24","0","30","0","30","118","85","0","30","10","18","0","30","11","20","14","20","23","31","26","31","16","29","8","13","10","16","0","30","0","30","0","30","0","30",
"0500000US18107","Montgomery County, Indiana","58","82","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","58","82","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","58","82","0","27","0","27","0","27",
"0500000US18109","Morgan County, Indiana","13","15","3","5","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","3","5","0","30","0","30","0","30","0","30","0","30","10","12","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","1","2","0","30","6","10","3","7","0","30",
"0500000US18111","Newton County, Indiana","24","18","16","12","0","20","2","3","0","20","0","20","0","20","0","20","0","20","0","20","10","10","0","20","0","20","4","6","0","20","0","20","8","11","2","3","0","20","0","20","2","4","0","20","0","20","0","20","3","5","0","20","1","2","0","20","0","20","0","20","0","20",
"0500000US18113","Noble County, Indiana","68","47","50","40","0","27","10","8","10","8","2","4","0","27","0","27","0","27","3","5","1","4","24","35","0","27","0","27","0","27","0","27","18","16","0","27","0","27","8","7","0","27","0","27","1","3","0","27","1","2","7","8","1","3","0","27","0","27","0","27","0","27",
"0500000US18115","Ohio County, Indiana","7","10","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","7","10","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","7","10","0","18","0","18","0","18","0","18",
"0500000US18117","Orange County, Indiana","7","8","7","8","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","1","4","0","20","0","20","6","8","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20",
"0500000US18119","Owen County, Indiana","21","21","8","12","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","8","12","0","24","0","24","13","17","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","13","17","0","24","0","24","0","24","0","24",
"0500000US18121","Parke County, Indiana","6","9","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","6","9","0","20","0","20","0","20","0","20","0","20","0","20","0","20","4","7","0","20","0","20","1","3","1","2","0","20","0","20",
"0500000US18123","Perry County, Indiana","54","48","40","44","0","20","0","20","0","20","0","20","0","20","11","21","0","20","0","20","0","20","23","36","6","11","0","20","0","20","0","20","14","16","0","20","0","20","0","20","0","20","0","20","4","6","4","5","4","5","0","20","0","20","0","20","2","4","0","20","0","20",
"0500000US18125","Pike County, Indiana","159","99","44","24","0","20","39","23","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","5","9","0","20","0","20","115","77","0","20","39","23","39","23","0","20","0","20","0","20","0","20","32","37","0","20","0","20","0","20","0","20","5","8","0","20",
"0500000US18127","Porter County, Indiana","181","95","94","74","0","30","0","30","8","12","0","30","0","30","0","30","0","30","0","30","21","28","14","18","16","23","17","24","18","28","0","30","87","43","0","30","6","9","11","10","6","8","0","30","4","9","0","30","4","8","16","15","12","11","27","30","1","4","0","30","0","30",
"0500000US18129","Posey County, Indiana","16","18","7","11","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","7","11","0","24","0","24","9","14","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","9","14","0","24","0","24","0","24","0","24",
"0500000US18131","Pulaski County, Indiana","6","11","6","11","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","6","11","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20",
"0500000US18133","Putnam County, Indiana","42","30","16","23","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","1","3","0","27","15","23","0","27","0","27","26","29","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","1","2","2","6","18","27","5","11","0","27",
"0500000US18135","Randolph County, Indiana","32","32","21","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","12","20","0","24","1","3","2","4","6","11","0","24","0","24","11","12","0","24","0","24","0","24","0","24","0","24","0","24","0","24","6","10","0","24","4","6","0","24","1","2","0","24","0","24",
"0500000US18137","Ripley County, Indiana","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24",
"0500000US18139","Rush County, Indiana","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20",
"0500000US18141","St. Joseph County, Indiana","753","264","345","146","9","14","24","41","29","31","26","40","30","36","20","20","7","8","24","29","31","26","79","49","26","30","36","29","1","3","3","10","408","159","8","12","0","30","54","64","1","3","28","26","33","35","3","5","8","13","41","42","117","111","61","29","47","32","7","13","0","30",
"0500000US18143","Scott County, Indiana","69","92","53","70","0","24","0","24","0","24","0","24","24","35","24","34","0","24","0","24","0","24","0","24","0","24","0","24","5","9","0","24","16","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","16","24","0","24","0","24","0","24","0","24","0","24",
"0500000US18145","Shelby County, Indiana","54","63","39","60","0","27","0","27","0","27","1","2","1","2","21","37","0","27","0","27","0","27","16","25","0","27","0","27","0","27","0","27","15","21","0","27","0","27","0","27","15","21","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27",
"0500000US18147","Spencer County, Indiana","19","24","4","6","0","20","0","20","0","20","0","20","0","20","0","20","0","20","4","6","0","20","0","20","0","20","0","20","0","20","0","20","15","24","0","20","0","20","0","20","0","20","0","20","0","20","0","20","14","24","0","20","0","20","0","20","0","20","1","2","0","20",
"0500000US18149","Starke County, Indiana","74","82","70","81","0","24","2","3","0","24","0","24","0","24","0","24","0","24","0","24","0","24","65","80","0","24","3","5","0","24","0","24","4","8","0","24","2","3","0","24","0","24","0","24","0","24","0","24","2","5","0","24","0","24","0","24","0","24","0","24","0","24",
"0500000US18151","Steuben County, Indiana","14","15","2","4","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","2","4","0","27","0","27","12","13","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","3","4","6","11","0","27","3","4","0","27","0","27",
"0500000US18153","Sullivan County, Indiana","14","16","4","9","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","4","9","0","24","0","24","0","24","0","24","10","12","0","24","0","24","0","24","0","24","0","24","0","24","0","24","4","7","6","10","0","24","0","24","0","24","0","24","0","24",
"0500000US18155","Switzerland County, Indiana","10","11","3","4","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","3","4","0","18","0","18","0","18","0","18","7","11","0","18","0","18","0","18","6","11","0","18","0","18","0","18","0","18","0","18","0","18","1","2","0","18","0","18","0","18",
"0500000US18157","Tippecanoe County, Indiana","264","114","151","92","0","30","0","30","5","8","0","30","8","18","28","30","9","16","0","30","13","17","51","64","29","23","8","13","0","30","0","30","113","58","0","30","0","30","0","30","0","30","22","17","20","23","0","30","7","16","7","9","48","47","3","5","6","9","0","30","0","30",
"0500000US18159","Tipton County, Indiana","10","14","5","7","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","5","7","0","20","0","20","5","7","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","5","7","0","20","0","20",
"0500000US18161","Union County, Indiana","8","13","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","8","13","0","18","0","18","0","18","0","18","0","18","8","13","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18",
"0500000US18163","Vanderburgh County, Indiana","400","432","280","293","71","95","54","80","0","30","0","30","0","30","0","30","14","19","0","30","112","129","9","15","2","4","0","30","18","30","0","30","120","142","0","30","46","71","0","30","0","30","0","30","3","5","0","30","7","11","50","72","4","6","7","7","3","5","0","30","0","30",
"0500000US18165","Vermillion County, Indiana","31","22","25","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","1","2","0","20","20","19","4","6","0","20","0","20","6","10","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","6","10","0","20","0","20","0","20",
"0500000US18167","Vigo County, Indiana","195","92","159","84","0","30","0","30","2","4","0","30","23","28","10","17","4","7","15","21","46","28","34","49","9","11","13","18","3","6","0","30","36","35","0","30","0","30","4","9","0","30","0","30","12","14","0","30","0","30","0","30","17","28","3","5","0","30","0","30","0","30",
"0500000US18169","Wabash County, Indiana","46","41","20","21","0","27","0","27","0","27","0","27","5","9","0","27","0","27","8","14","2","4","5","10","0","27","0","27","0","27","0","27","26","30","0","27","0","27","0","27","0","27","0","27","0","27","0","27","15","24","0","27","11","19","0","27","0","27","0","27","0","27",
"0500000US18171","Warren County, Indiana","5","9","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","5","9","0","18","0","18","0","18","0","18","0","18","0","18","5","9","0","18","0","18","0","18","0","18","0","18","0","18","0","18",
"0500000US18173","Warrick County, Indiana","96","85","77","74","0","30","0","30","1","3","0","30","0","30","0","30","0","30","11","25","39","60","12","21","0","30","14","24","0","30","0","30","19","28","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","19","28","0","30","0","30","0","30",
"0500000US18175","Washington County, Indiana","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24",
"0500000US18177","Wayne County, Indiana","270","269","126","159","23","38","45","80","0","30","0","30","0","30","0","30","0","30","0","30","0","30","50","58","2","3","6","10","0","30","0","30","144","121","89","82","13","27","14","27","0","30","1","2","3","6","0","30","3","5","13","25","6","8","0","30","2","4","0","30","0","30",
"0500000US18179","Wells County, Indiana","6","6","1","2","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","1","2","0","24","0","24","5","6","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","5","6","0","24","0","24","0","24","0","24",
"0500000US18181","White County, Indiana","44","38","26","30","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","2","4","0","24","24","30","0","24","0","24","0","24","18","24","0","24","0","24","0","24","0","24","0","24","1","4","0","24","0","24","0","24","0","24","0","24","0","24","17","24","0","24",
"0500000US18183","Whitley County, Indiana","31","23","13","15","0","27","0","27","0","27","0","27","0","27","0","27","0","27","5","10","0","27","0","27","6","10","0","27","2","4","0","27","18","15","0","27","0","27","0","27","0","27","0","27","0","27","5","7","5","9","0","27","8","12","0","27","0","27","0","27","0","27",
"0500000US19001","Adair County, Iowa","27","35","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","27","35","7","9","14","17","0","15","0","15","0","15","0","15","0","15","0","15","6","10","0","15","0","15","0","15","0","15","0","15",
"0500000US19003","Adams County, Iowa","20","22","10","11","0","10","4","4","0","10","0","10","0","10","0","10","0","10","0","10","6","7","0","10","0","10","0","10","0","10","0","10","10","11","0","10","3","4","7","7","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10",
"0500000US19005","Allamakee County, Iowa","115","98","58","47","0","16","10","15","8","13","9","12","0","16","0","16","0","16","10","10","13","21","8","10","0","16","0","16","0","16","0","16","57","60","0","16","19","27","1","3","11","16","0","16","0","16","0","16","18","20","8","11","0","16","0","16","0","16","0","16","0","16",
"0500000US19007","Appanoose County, Iowa","7","13","7","13","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","7","13","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16",
"0500000US19009","Audubon County, Iowa","12","16","12","16","1","2","1","2","0","15","0","15","0","15","0","15","0","15","9","15","0","15","0","15","1","2","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15",
"0500000US19011","Benton County, Iowa","29","33","25","30","1","3","2","3","1","3","1","3","0","19","0","19","0","19","0","19","13","25","0","19","0","19","0","19","7","10","0","19","4","6","0","19","4","6","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19",
"0500000US19013","Black Hawk County, Iowa","542","266","233","147","24","27","0","24","35","46","32","42","0","24","0","24","32","30","9","14","66","69","7","12","20","24","8","11","0","24","0","24","309","143","57","63","13","14","13","23","6","10","2","8","85","93","1","3","70","69","28","28","6","6","28","21","0","24","0","24","0","24",
"0500000US19015","Boone County, Iowa","12","11","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","12","11","0","19","0","19","0","19","11","11","0","19","0","19","0","19","0","19","1","2","0","19","0","19","0","19","0","19","0","19",
"0500000US19017","Bremer County, Iowa","18","22","3","5","0","19","0","19","0","19","0","19","1","2","0","19","0","19","0","19","1","2","0","19","1","2","0","19","0","19","0","19","15","20","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","15","20","0","19","0","19","0","19","0","19","0","19",
"0500000US19019","Buchanan County, Iowa","52","44","36","30","12","15","0","19","8","9","2","4","0","19","0","19","0","19","3","6","1","3","0","19","8","9","2","4","0","19","0","19","16","17","0","19","5","7","0","19","0","19","0","19","0","19","3","5","0","19","5","7","0","19","3","7","0","19","0","19","0","19",
"0500000US19021","Buena Vista County, Iowa","44","48","27","34","0","19","0","19","0","19","0","19","6","12","2","6","0","19","8","21","0","19","11","24","0","19","0","19","0","19","0","19","17","22","4","5","0","19","0","19","0","19","0","19","13","20","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19",
