"GEO_ID","NAME","B01001C_001E","B01001C_001M","B01001C_002E","B01001C_002M","B01001C_003E","B01001C_003M","B01001C_004E","B01001C_004M","B01001C_005E","B01001C_005M","B01001C_006E","B01001C_006M","B01001C_007E","B01001C_007M","B01001C_008E","B01001C_008M","B01001C_009E","B01001C_009M","B01001C_010E","B01001C_010M","B01001C_011E","B01001C_011M","B01001C_012E","B01001C_012M","B01001C_013E","B01001C_013M","B01001C_014E","B01001C_014M","B01001C_015E","B01001C_015M","B01001C_016E","B01001C_016M","B01001C_017E","B01001C_017M","B01001C_018E","B01001C_018M","B01001C_019E","B01001C_019M","B01001C_020E","B01001C_020M","B01001C_021E","B01001C_021M","B01001C_022E","B01001C_022M","B01001C_023E","B01001C_023M","B01001C_024E","B01001C_024M","B01001C_025E","B01001C_025M","B01001C_026E","B01001C_026M","B01001C_027E","B01001C_027M","B01001C_028E","B01001C_028M","B01001C_029E","B01001C_029M","B01001C_030E","B01001C_030M","B01001C_031E","B01001C_031M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Male:","Margin of Error!!Total:!!Male:","Estimate!!Total:!!Male:!!Under 5 years","Margin of Error!!Total:!!Male:!!Under 5 years","Estimate!!Total:!!Male:!!5 to 9 years","Margin of Error!!Total:!!Male:!!5 to 9 years","Estimate!!Total:!!Male:!!10 to 14 years","Margin of Error!!Total:!!Male:!!10 to 14 years","Estimate!!Total:!!Male:!!15 to 17 years","Margin of Error!!Total:!!Male:!!15 to 17 years","Estimate!!Total:!!Male:!!18 and 19 years","Margin of Error!!Total:!!Male:!!18 and 19 years","Estimate!!Total:!!Male:!!20 to 24 years","Margin of Error!!Total:!!Male:!!20 to 24 years","Estimate!!Total:!!Male:!!25 to 29 years","Margin of Error!!Total:!!Male:!!25 to 29 years","Estimate!!Total:!!Male:!!30 to 34 years","Margin of Error!!Total:!!Male:!!30 to 34 years","Estimate!!Total:!!Male:!!35 to 44 years","Margin of Error!!Total:!!Male:!!35 to 44 years","Estimate!!Total:!!Male:!!45 to 54 years","Margin of Error!!Total:!!Male:!!45 to 54 years","Estimate!!Total:!!Male:!!55 to 64 years","Margin of Error!!Total:!!Male:!!55 to 64 years","Estimate!!Total:!!Male:!!65 to 74 years","Margin of Error!!Total:!!Male:!!65 to 74 years","Estimate!!Total:!!Male:!!75 to 84 years","Margin of Error!!Total:!!Male:!!75 to 84 years","Estimate!!Total:!!Male:!!85 years and over","Margin of Error!!Total:!!Male:!!85 years and over","Estimate!!Total:!!Female:","Margin of Error!!Total:!!Female:","Estimate!!Total:!!Female:!!Under 5 years","Margin of Error!!Total:!!Female:!!Under 5 years","Estimate!!Total:!!Female:!!5 to 9 years","Margin of Error!!Total:!!Female:!!5 to 9 years","Estimate!!Total:!!Female:!!10 to 14 years","Margin of Error!!Total:!!Female:!!10 to 14 years","Estimate!!Total:!!Female:!!15 to 17 years","Margin of Error!!Total:!!Female:!!15 to 17 years","Estimate!!Total:!!Female:!!18 and 19 years","Margin of Error!!Total:!!Female:!!18 and 19 years","Estimate!!Total:!!Female:!!20 to 24 years","Margin of Error!!Total:!!Female:!!20 to 24 years","Estimate!!Total:!!Female:!!25 to 29 years","Margin of Error!!Total:!!Female:!!25 to 29 years","Estimate!!Total:!!Female:!!30 to 34 years","Margin of Error!!Total:!!Female:!!30 to 34 years","Estimate!!Total:!!Female:!!35 to 44 years","Margin of Error!!Total:!!Female:!!35 to 44 years","Estimate!!Total:!!Female:!!45 to 54 years","Margin of Error!!Total:!!Female:!!45 to 54 years","Estimate!!Total:!!Female:!!55 to 64 years","Margin of Error!!Total:!!Female:!!55 to 64 years","Estimate!!Total:!!Female:!!65 to 74 years","Margin of Error!!Total:!!Female:!!65 to 74 years","Estimate!!Total:!!Female:!!75 to 84 years","Margin of Error!!Total:!!Female:!!75 to 84 years","Estimate!!Total:!!Female:!!85 years and over","Margin of Error!!Total:!!Female:!!85 years and over",
"0500000US02020","Anchorage Municipality, Alaska","21038","1501","9798","729","553","195","876","225","674","214","479","145","340","118","843","220","1123","183","829","161","1470","225","952","183","995","122","497","85","130","61","37","39","11240","1093","720","134","630","170","575","202","278","162","268","126","1013","752","1046","182","1003","171","1806","228","1220","233","1245","152","942","86","482","80","12","19",
"0500000US02050","Bethel Census Area, Alaska","15579","174","8029","118","928","17","877","58","767","61","420","27","261","28","576","53","578","49","596","44","861","34","730","32","850","10","439","19","132","10","14","10","7550","76","799","42","828","86","784","92","447","28","258","10","579","17","572","10","533","8","828","7","616","30","659","16","440","4","164","25","43","25",
"0500000US02060","Bristol Bay Borough, Alaska","213","45","112","25","8","10","2","3","6","4","3","3","1","2","5","5","13","10","3","5","19","9","7","7","19","9","8","7","13","7","5","5","101","30","2","2","13","14","10","6","4","4","0","10","3","4","4","6","16","13","3","4","11","8","10","7","14","6","11","10","0","10",
"0500000US02063","Chugach Census Area, Alaska","321","102","171","59","23","15","17","18","5","9","0","15","21","15","0","15","4","8","11","11","30","30","8","11","35","27","17","16","0","15","0","15","150","65","37","21","0","15","4","6","0","15","0","15","0","15","35","39","5","9","8","7","0","15","22","19","23","23","16","16","0","15",
"0500000US02066","Copper River Census Area, Alaska","922","117","410","77","21","16","79","31","48","27","29","20","1","5","31","29","5","8","18","17","43","25","34","19","26","18","59","29","10","11","6","8","512","71","23","18","49","18","88","22","43","25","4","10","9","11","19","20","9","11","75","34","59","31","71","22","43","22","18","12","2","7",
"0500000US02068","Denali Borough, Alaska","57","56","21","17","0","10","0","10","0","10","1","3","0","10","4","6","3","5","0","10","0","10","0","10","11","11","0","10","2","4","0","10","36","51","0","10","0","10","7","10","0","10","0","10","0","10","22","51","1","3","1","3","0","10","1","2","0","10","4","6","0","10",
"0500000US02070","Dillingham Census Area, Alaska","3438","207","1718","195","177","11","187","39","146","32","80","7","49","7","128","13","152","125","145","9","128","108","115","37","214","14","137","4","51","7","9","7","1720","61","146","16","150","22","176","26","79","11","39","10","115","9","137","12","132","12","186","21","147","5","205","11","135","2","52","10","21","10",
"0500000US02090","Fairbanks North Star Borough, Alaska","6331","669","2904","414","291","125","334","130","240","130","147","58","70","64","187","139","313","128","174","86","476","163","224","86","251","80","177","83","20","19","0","24","3427","354","325","79","480","155","214","96","115","74","67","71","70","62","314","94","399","43","386","149","403","124","374","67","139","103","91","51","50","45",
"0500000US02100","Haines Borough, Alaska","109","44","59","29","0","10","9","12","5","7","0","10","0","10","2","4","1","2","2","4","8","9","0","10","8","11","9","8","10","15","5","6","50","26","2","5","3","4","6","10","6","9","0","10","1","4","0","10","0","10","10","12","3","4","4","5","10","11","5","7","0","10",
"0500000US02105","Hoonah-Angoon Census Area, Alaska","593","85","328","62","8","6","6","6","12","10","2","3","0","10","32","24","26","18","13","22","19","12","33","33","71","20","69","20","29","16","8","7","265","50","14","12","13","10","16","11","6","5","4","5","25","13","13","14","4","5","29","19","27","10","39","14","48","15","21","12","6","5",
"0500000US02110","Juneau City and Borough, Alaska","2734","338","1431","212","30","33","113","80","70","53","39","32","2","5","87","62","159","47","72","46","272","77","182","68","280","14","116","79","9","11","0","22","1303","240","97","51","48","41","150","87","24","36","19","17","74","78","143","48","46","26","142","89","176","29","154","79","105","81","125","94","0","22",
"0500000US02122","Kenai Peninsula Borough, Alaska","3835","440","1981","267","185","47","102","58","157","67","97","39","49","32","198","79","133","79","143","50","255","66","203","58","235","62","171","47","48","25","5","5","1854","253","103","72","174","73","76","50","121","46","108","25","71","53","203","90","130","42","212","59","210","63","195","54","205","51","7","7","39","35",
"0500000US02130","Ketchikan Gateway Borough, Alaska","1820","171","835","104","36","23","78","39","73","38","58","27","22","30","41","29","97","48","50","29","81","33","104","26","90","28","85","35","20","19","0","16","985","109","56","24","73","46","96","50","57","29","17","13","91","58","64","41","51","20","106","36","97","35","101","29","104","16","72","21","0","16",
"0500000US02150","Kodiak Island Borough, Alaska","1462","159","733","107","75","39","69","33","95","47","5","8","31","29","56","26","32","36","71","64","125","72","11","13","109","9","34","23","14","15","6","11","729","107","25","31","96","52","58","48","26","33","12","19","77","43","39","35","41","30","121","47","47","22","118","12","51","31","14","14","4","6",
"0500000US02158","Kusilvak Census Area, Alaska","7157","170","3779","215","521","15","473","58","454","59","230","12","135","5","274","20","277","10","284","21","304","136","251","134","349","13","178","12","43","5","6","5","3378","128","425","24","380","47","414","40","222","5","119","5","244","15","273","12","248","9","320","16","212","96","298","16","131","38","85","7","7","7",
"0500000US02164","Lake and Peninsula Borough, Alaska","542","78","246","45","24","11","26","8","37","11","10","6","6","5","14","10","20","11","8","14","39","15","6","7","42","14","11","9","3","3","0","10","296","44","24","10","24","8","34","14","14","8","28","13","0","10","19","18","20","9","45","18","26","10","36","12","22","10","0","10","4","5",
"0500000US02170","Matanuska-Susitna Borough, Alaska","6424","485","3492","303","255","71","309","97","269","73","227","50","103","44","332","97","277","95","316","74","481","80","395","71","344","66","129","41","55","25","0","24","2932","271","195","69","196","79","310","96","125","40","42","24","266","68","147","64","309","77","387","69","260","79","336","74","254","51","71","27","34","28",
"0500000US02180","Nome Census Area, Alaska","7483","140","3889","82","334","16","352","43","505","44","217","16","117","13","313","15","282","24","285","13","476","25","325","21","372","14","229","11","69","9","13","9","3594","80","322","38","406","42","375","49","250","30","116","8","250","17","259","16","286","11","393","21","314","20","325","12","206","8","74","11","18","9",
"0500000US02185","North Slope Borough, Alaska","5220","250","2806","105","229","46","229","74","278","77","170","6","90","16","191","21","193","32","225","5","374","11","274","8","278","24","202","48","62","45","11","13","2414","175","209","35","207","45","335","87","141","24","52","25","125","41","153","23","165","46","274","36","223","2","247","12","179","16","82","22","22","22",
"0500000US02188","Northwest Arctic Borough, Alaska","6112","237","3231","91","303","19","395","31","392","33","197","8","91","9","207","9","221","15","262","15","332","16","272","74","320","15","153","9","67","12","19","11","2881","202","378","12","322","32","381","32","184","6","92","7","199","19","210","7","207","20","290","71","231","17","126","163","154","9","87","12","20","13",
"0500000US02195","Petersburg Borough, Alaska","255","66","100","36","0","10","11","9","13","11","0","10","3","4","0","10","2","4","5","9","29","20","10","11","16","10","11","8","0","10","0","10","155","46","10","10","10","9","12","8","25","19","0","10","8","8","2","4","6","8","5","5","28","15","37","18","9","6","3","5","0","10",
"0500000US02198","Prince of Wales-Hyder Census Area, Alaska","2141","133","1135","89","55","15","77","24","87","27","63","23","25","11","44","16","62","50","60","17","162","21","135","15","154","18","148","10","57","11","6","6","1006","69","55","13","72","30","87","18","39","8","23","16","66","18","44","14","65","15","110","24","118","11","154","15","108","12","49","11","16","10",
"0500000US02220","Sitka City and Borough, Alaska","748","116","349","64","13","11","11","10","24","18","2","4","10","14","9","10","27","15","3","6","23","16","59","35","68","29","45","20","30","18","25","25","399","69","18","12","8","12","29","23","12","9","12","13","15","14","44","13","27","12","50","34","36","26","81","29","25","16","31","18","11","13",
"0500000US02230","Skagway Municipality, Alaska","57","66","9","7","0","10","0","10","1","5","2","2","0","10","0","10","0","10","0","10","0","10","2","3","0","10","0","10","4","4","0","10","48","65","0","10","0","10","0","10","0","10","0","10","0","10","36","65","1","4","5","5","2","3","2","4","2","3","0","10","0","10",
"0500000US02240","Southeast Fairbanks Census Area, Alaska","839","117","477","103","26","20","32","22","38","21","18","15","8","10","29","23","24","23","13","13","72","37","82","35","16","13","94","42","16","15","9","11","362","67","14","14","23","22","59","28","15","14","4","7","19","17","31","24","12","16","11","10","72","29","61","15","26","18","10","11","5","7",
"0500000US02275","Wrangell City and Borough, Alaska","438","79","212","53","8","7","27","11","23","11","10","8","5","5","7","6","12","12","15","24","11","9","22","24","11","10","44","20","16","12","1","4","226","49","19","10","42","26","9","9","7","6","0","10","8","7","6","10","23","12","22","16","23","19","46","23","16","12","5","7","0","10",
"0500000US02282","Yakutat City and Borough, Alaska","136","38","82","31","6","6","9","8","1","2","2","4","1","3","2","3","0","10","5","6","5","7","5","5","14","12","27","17","5","4","0","10","54","16","2","2","6","6","1","3","0","10","1","2","2","4","2","3","3","3","5","4","4","5","11","8","7","6","6","5","4","4",
"0500000US02290","Yukon-Koyukuk Census Area, Alaska","3499","175","1758","165","124","11","161","26","165","27","92","9","14","15","126","43","87","26","85","109","220","25","116","94","254","12","223","8","65","13","26","13","1741","57","132","12","130","28","150","27","76","4","19","19","149","24","113","17","107","13","182","13","163","29","249","9","171","7","74","14","26","11",
"0500000US04001","Apache County, Arizona","47335","414","22962","344","1313","100","1676","155","2062","198","1272","4","745","15","1619","67","1786","19","1701","33","2785","87","2569","66","2671","218","1740","32","861","48","162","49","24373","163","1336","79","1836","153","1891","149","1232","56","745","44","1672","54","1668","15","1581","36","2676","54","2851","60","3130","16","2177","19","1079","94","499","94",
"0500000US04003","Cochise County, Arizona","1294","329","734","214","20","31","49","55","0","33","50","51","0","33","99","82","48","77","85","65","93","60","61","51","99","59","74","43","50","52","6","10","560","176","28","27","24","24","38","34","1","3","0","33","35","50","44","55","17","30","39","39","56","37","191","98","44","33","35","29","8","14",
"0500000US04005","Coconino County, Arizona","36437","861","17420","378","1188","113","1611","229","1440","223","888","76","555","51","1706","57","1432","89","1382","86","2220","123","1729","105","1714","96","1047","79","408","57","100","40","19017","641","1020","161","1173","236","1549","237","904","95","703","46","1602","129","1578","140","1563","133","2355","173","2139","100","2076","87","1413","58","588","84","354","86",
"0500000US04007","Gila County, Arizona","7087","666","3389","374","181","79","244","72","453","112","216","57","105","72","232","89","252","86","277","77","396","83","315","94","403","85","252","85","48","35","15","18","3698","381","277","64","314","115","411","101","233","93","65","48","282","75","187","63","386","32","436","112","428","57","292","81","289","62","83","52","15","26",
"0500000US04009","Graham County, Arizona","4433","362","2256","228","231","21","283","74","155","47","113","18","83","78","114","84","226","38","183","66","362","102","231","101","108","94","95","49","65","46","7","11","2177","227","208","34","158","53","171","73","112","29","48","61","124","86","184","66","153","40","277","71","245","73","247","47","143","68","107","78","0","30",
"0500000US04011","Greenlee County, Arizona","376","191","140","66","0","20","0","20","0","20","0","20","0","20","0","20","80","65","0","20","10","22","14","33","30","37","6","11","0","20","0","20","236","146","68","53","68","53","0","20","0","20","0","20","0","20","31","27","4","12","0","20","17","29","17","30","31","51","0","20","0","20",
"0500000US04012","La Paz County, Arizona","2356","229","1099","117","100","29","107","30","94","31","68","32","7","11","62","53","124","63","81","55","122","57","88","21","102","31","76","67","68","59","0","22","1257","160","68","40","59","29","86","34","57","25","10","16","75","28","127","50","48","53","152","63","181","65","148","22","157","35","39","43","50","47",
"0500000US04013","Maricopa County, Arizona","86964","3848","42355","2207","2750","410","3048","439","3575","439","2070","337","1227","188","4201","637","4249","375","4474","407","6429","549","4844","433","2918","380","1728","266","750","133","92","55","44609","2011","2344","319","3058","401","3373","527","2100","294","1624","260","3793","391","4321","455","4018","397","7101","690","5623","424","3761","379","2198","188","990","159","305","150",
"0500000US04015","Mohave County, Arizona","3567","417","1782","260","148","75","218","63","157","87","67","45","62","56","86","53","155","72","124","49","212","95","105","51","151","59","231","63","56","52","10","22","1785","267","80","52","127","70","149","75","25","21","28","29","75","46","129","73","176","57","280","114","137","62","192","69","265","97","56","41","66","59",
"0500000US04017","Navajo County, Arizona","46422","558","22477","301","1642","83","2061","246","2034","262","1237","47","643","71","1600","76","1721","92","1672","72","2669","155","2294","114","2476","100","1578","45","590","60","260","57","23945","384","1476","83","2009","291","2008","264","1157","123","681","12","1550","16","1577","108","1609","95","2709","95","2646","110","3051","75","2007","42","1215","85","250","63",
"0500000US04019","Pima County, Arizona","32588","1623","15386","837","823","174","1213","227","1375","213","981","200","581","117","1343","244","1343","194","1327","227","1933","323","1655","183","1507","196","814","159","453","110","38","35","17202","1032","828","187","1158","246","1505","335","775","181","721","132","1750","280","1517","276","1455","244","1986","221","1875","250","1746","204","1311","160","470","115","105","61",
"0500000US04021","Pinal County, Arizona","21235","1072","11060","720","701","134","799","194","871","210","639","163","396","121","1308","193","1444","259","1022","191","1430","230","1198","238","695","156","401","140","115","83","41","60","10175","591","698","175","712","225","983","254","439","134","395","86","879","180","641","108","836","217","1531","180","1146","162","847","139","659","101","329","103","80","76",
"0500000US04023","Santa Cruz County, Arizona","219","109","67","46","0","30","0","30","0","30","0","30","0","30","0","30","8","18","0","30","0","30","28","30","31","39","0","30","0","30","0","30","152","97","0","30","7","11","7","12","0","30","0","30","0","30","8","19","11","25","9","14","0","30","14","28","23","26","73","69","0","30",
"0500000US04025","Yavapai County, Arizona","3528","482","1877","363","67","54","79","58","132","75","94","60","124","93","138","82","111","58","89","76","266","128","240","82","266","126","173","71","74","46","24","31","1651","300","124","91","175","87","78","67","109","47","13","25","118","78","192","129","65","43","166","69","178","63","172","91","216","87","42","39","3","5",
"0500000US04027","Yuma County, Arizona","2953","513","1576","274","107","74","68","47","139","44","75","26","84","71","109","76","82","57","246","111","114","72","196","87","179","69","92","41","72","51","13","19","1377","306","135","101","60","47","105","44","54","34","41","51","105","81","147","78","73","61","238","94","157","73","103","52","114","59","34","38","11","13",
"0500000US05001","Arkansas County, Arkansas","16","14","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","16","14","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","4","8","7","11","2","5","0","20","0","20","3","4",
"0500000US05003","Ashley County, Arkansas","37","37","23","24","5","10","0","20","0","20","0","20","0","20","8","15","0","20","1","2","0","20","9","14","0","20","0","20","0","20","0","20","14","18","0","20","0","20","0","20","0","20","0","20","0","20","0","20","3","4","0","20","0","20","11","18","0","20","0","20","0","20",
"0500000US05005","Baxter County, Arkansas","219","101","76","45","0","27","0","27","17","26","2","5","0","27","0","27","0","27","0","27","46","35","0","27","0","27","10","13","1","2","0","27","143","86","0","27","24","24","0","27","0","27","20","28","0","27","0","27","11","19","2","4","19","21","1","2","1","2","65","62","0","27",
"0500000US05007","Benton County, Arkansas","3318","707","1605","366","91","71","173","99","86","60","79","68","68","52","126","67","100","68","188","121","198","100","171","70","93","57","129","58","103","83","0","30","1713","397","108","78","202","105","103","61","24","36","66","61","71","57","104","62","167","72","333","121","216","107","134","50","137","82","30","44","18","23",
"0500000US05009","Boone County, Arkansas","145","65","74","48","12","16","7","13","0","27","0","27","0","27","0","27","0","27","3","5","25","29","23","33","4","7","0","27","0","27","0","27","71","43","1","2","0","27","0","27","18","26","0","27","0","27","0","27","10","15","12","16","0","27","13","16","8","9","8","12","1","3",
"0500000US05011","Bradley County, Arkansas","517","222","307","138","0","20","0","20","215","87","0","20","0","20","0","20","0","20","0","20","92","77","0","20","0","20","0","20","0","20","0","20","210","94","0","20","0","20","16","26","0","20","0","20","23","15","0","20","0","20","171","83","0","20","0","20","0","20","0","20","0","20",
"0500000US05013","Calhoun County, Arkansas","11","18","8","12","8","12","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","3","7","0","13","0","13","0","13","0","13","0","13","0","13","3","7","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
